aphiaid,animal_origin,stock,length,length_type,weight,life_stage,age,sex,animal_reference_id,animal_project_reference,datacenter_reference
127188,W,UNK,0.561,FORK,2.35,UNKNOWN,5.33,U,FRO-T14,FRO,OTN-Global
127188,W,UNK,0.576,FORK,2.53,UNKNOWN,5.33,U,FRO-T2,FRO,OTN-Global
127188,W,UNK,0.57,FORK,2.41,UNKNOWN,5.33,U,FRO-T25,FRO,OTN-Global
127188,W,UNK,0.6,FORK,2.8,UNKNOWN,5.33,U,FRO-T26,FRO,OTN-Global
127188,W,UNK,0.55,FORK,2.17,UNKNOWN,5.33,U,FRO-T27,FRO,OTN-Global
127188,W,UNK,0.49,FORK,1.55,UNKNOWN,5.33,U,FRO-T28,FRO,OTN-Global
127188,W,UNK,0.45,FORK,1.24,UNKNOWN,5.33,U,FRO-T29,FRO,OTN-Global
127188,W,UNK,0.521,FORK,1.89,UNKNOWN,5.33,U,FRO-T5,FRO,OTN-Global
127188,W,UNK,0.556,FORK,2.29,UNKNOWN,5.33,U,FRO-T1,FRO,OTN-Global
127188,W,UNK,0.54,FORK,2.15,UNKNOWN,5.33,U,FRO-T41,FRO,OTN-Global
127188,W,UNK,0.588,FORK,2.69,UNKNOWN,5.33,U,FRO-T8,FRO,OTN-Global
127188,W,UNK,0.64,FORK,3.44,UNKNOWN,5.33,U,FRO-T7,FRO,OTN-Global
127188,W,UNK,0.54,FORK,2.1,UNKNOWN,5.33,U,FRO-T4,FRO,OTN-Global
127188,W,UNK,0.612,FORK,3.02,UNKNOWN,5.33,U,FRO-T6,FRO,OTN-Global
127188,W,UNK,0.6,FORK,2.85,UNKNOWN,5.33,U,FRO-T9,FRO,OTN-Global
127188,W,UNK,0.544,FORK,2.15,UNKNOWN,5.33,U,FRO-T10,FRO,OTN-Global
127188,W,UNK,0.586,FORK,2.66,UNKNOWN,5.33,U,FRO-T13,FRO,OTN-Global
127188,W,UNK,0.596,FORK,2.8,UNKNOWN,5.33,U,FRO-T11,FRO,OTN-Global
127188,W,UNK,0.54,FORK,2.1,UNKNOWN,5.33,U,FRO-T12,FRO,OTN-Global
127188,W,UNK,0.53,FORK,1.97,UNKNOWN,5.33,U,FRO-T33,FRO,OTN-Global
127188,W,UNK,0.53,FORK,1.99,UNKNOWN,5.33,U,FRO-T31,FRO,OTN-Global
127188,W,UNK,0.57,FORK,2.41,UNKNOWN,5.33,U,FRO-T32,FRO,OTN-Global
127188,W,UNK,0.554,FORK,2.26,UNKNOWN,5.33,U,FRO-T16,FRO,OTN-Global
127188,W,UNK,0.31,FORK,0.4,UNKNOWN,5.33,U,FRO-T35,FRO,OTN-Global
127188,W,UNK,0.36,FORK,0.66,UNKNOWN,5.33,U,FRO-T30,FRO,OTN-Global
127188,W,UNK,0.33,FORK,0.5,UNKNOWN,5.33,U,FRO-T34,FRO,OTN-Global
127188,W,UNK,0.31,FORK,0.43,UNKNOWN,5.33,U,FRO-T37,FRO,OTN-Global
127188,W,UNK,0.32,FORK,0.46,UNKNOWN,5.33,U,FRO-T36,FRO,OTN-Global
127188,W,UNK,0.519,FORK,1.87,UNKNOWN,5.33,U,FRO-T18,FRO,OTN-Global
127188,W,UNK,0.556,FORK,2.29,UNKNOWN,5.33,U,FRO-T17,FRO,OTN-Global
127188,W,UNK,0.634,FORK,3.34,UNKNOWN,5.33,U,FRO-T19,FRO,OTN-Global
127188,W,UNK,0.585,FORK,2.65,UNKNOWN,5.33,U,FRO-T20,FRO,OTN-Global
127188,W,UNK,0.569,FORK,2.44,UNKNOWN,5.33,U,FRO-T15,FRO,OTN-Global
127188,W,UNK,0.57,FORK,2.48,UNKNOWN,5.33,U,FRO-T24,FRO,OTN-Global
127188,W,UNK,0.646,FORK,3.53,UNKNOWN,5.33,U,FRO-T22,FRO,OTN-Global
127188,W,UNK,0.61,FORK,2.99,UNKNOWN,5.33,U,FRO-T21,FRO,OTN-Global
127188,W,UNK,0.58,FORK,2.58,UNKNOWN,5.33,U,FRO-T23,FRO,OTN-Global
127188,W,UNK,0.6,FORK,1.91,UNKNOWN,5.33,U,FRO-T42,FRO,OTN-Global
127188,W,UNK,0.278,FORK,0.12,UNKNOWN,5.33,U,FRO-T43,FRO,OTN-Global
127188,W,UNK,0.492,FORK,1,UNKNOWN,5.33,U,FRO-T44,FRO,OTN-Global
127188,W,UNK,0.329,FORK,0.31,UNKNOWN,5.33,U,FRO-T45,FRO,OTN-Global
127188,W,UNK,0.714,FORK,3.82,UNKNOWN,5.33,U,FRO-T46,FRO,OTN-Global
127188,W,UNK,0.6,FORK,2.2,UNKNOWN,5.33,U,FRO-T47,FRO,OTN-Global
127188,W,UNK,0.567,FORK,1.84,UNKNOWN,5.33,U,FRO-T48,FRO,OTN-Global
127188,W,UNK,0.619,FORK,2.43,UNKNOWN,5.33,U,FRO-T49,FRO,OTN-Global
127188,W,UNK,0.534,FORK,1.52,UNKNOWN,5.33,U,FRO-T50,FRO,OTN-Global
127188,W,UNK,0.616,FORK,2.39,UNKNOWN,5.33,U,FRO-T51,FRO,OTN-Global
127188,W,UNK,0.618,FORK,2.42,UNKNOWN,5.33,U,FRO-T52,FRO,OTN-Global
127188,W,UNK,0.566,FORK,1.83,UNKNOWN,5.33,U,FRO-T53,FRO,OTN-Global
127188,W,UNK,0.507,FORK,1.29,UNKNOWN,5.33,U,FRO-T54,FRO,OTN-Global
127188,W,UNK,0.579,FORK,1.96,UNKNOWN,5.33,U,FRO-T55,FRO,OTN-Global
127188,W,UNK,0.525,FORK,1.44,UNKNOWN,5.33,U,FRO-T56,FRO,OTN-Global
127188,W,UNK,0.32,FORK,0.3,UNKNOWN,5.33,U,FRO-T57,FRO,OTN-Global
127188,W,UNK,0.509,FORK,1.31,UNKNOWN,5.33,U,FRO-T58,FRO,OTN-Global
127188,W,UNK,0.37,FORK,0.47,UNKNOWN,5.33,U,FRO-T59,FRO,OTN-Global
127188,W,UNK,0.545,FORK,1.62,UNKNOWN,5.33,U,FRO-T60,FRO,OTN-Global
127188,W,UNK,0.533,FORK,1.3,UNKNOWN,5.33,U,FRO-T61,FRO,OTN-Global
127188,W,UNK,0.62,FORK,3.08,UNKNOWN,5.33,U,FRO-T39,FRO,OTN-Global
127188,W,UNK,0.53,FORK,1.99,UNKNOWN,5.33,U,FRO-T38,FRO,OTN-Global
127188,W,UNK,0.594,FORK,2.77,UNKNOWN,5.33,U,FRO-T3,FRO,OTN-Global
127188,W,UNK,0.54,FORK,2.08,UNKNOWN,5.33,U,FRO-T40,FRO,OTN-Global
127186,H,EAST MACHIAS,0.64,FORK,0.345,ADULT,5.33,F,MCS-50934,MCS,OTN-Global
127186,H,EAST MACHIAS,0.7,FORK,0.345,ADULT,5.33,F,MCS-50935,MCS,OTN-Global
127186,H,EAST MACHIAS,0.655,FORK,0.345,ADULT,5.33,F,MCS-50945,MCS,OTN-Global
127186,H,EAST MACHIAS,0.795,FORK,0.345,ADULT,5.33,F,MCS-50946,MCS,OTN-Global
127186,H,EAST MACHIAS,0.785,FORK,0.345,ADULT,5.33,M,MCS-50928,MCS,OTN-Global
127186,H,EAST MACHIAS,0.88,FORK,0.345,ADULT,5.33,M,MCS-50929,MCS,OTN-Global
127186,H,EAST MACHIAS,0.8,FORK,0.345,ADULT,5.33,M,MCS-50931,MCS,OTN-Global
127186,H,EAST MACHIAS,0.765,FORK,0.345,ADULT,5.33,M,MCS-50932,MCS,OTN-Global
127186,H,EAST MACHIAS,0.8,FORK,0.345,ADULT,5.33,M,MCS-50933,MCS,OTN-Global
127186,H,EAST MACHIAS,0.78,FORK,0.345,ADULT,5.33,M,MCS-16265,MCS,OTN-Global
127186,H,EAST MACHIAS,0.76,FORK,0.345,ADULT,5.33,M,MCS-16268,MCS,OTN-Global
127186,H,EAST MACHIAS,0.71,FORK,0.345,ADULT,5.33,F,MCS-50937,MCS,OTN-Global
127186,H,EAST MACHIAS,0.72,FORK,0.345,ADULT,5.33,F,MCS-50938,MCS,OTN-Global
127186,H,EAST MACHIAS,0.72,FORK,0.345,ADULT,5.33,F,MCS-50939,MCS,OTN-Global
127186,H,EAST MACHIAS,0.72,FORK,0.345,ADULT,5.33,F,MCS-50940,MCS,OTN-Global
127186,H,EAST MACHIAS,0.72,FORK,0.345,ADULT,5.33,F,MCS-50941,MCS,OTN-Global
127186,H,EAST MACHIAS,0.685,FORK,0.345,ADULT,5.33,F,MCS-50936,MCS,OTN-Global
127186,H,EAST MACHIAS,0.825,FORK,0.345,ADULT,5.33,F,MCS-50942,MCS,OTN-Global
127186,H,EAST MACHIAS,0.735,FORK,0.345,ADULT,5.33,F,MCS-50943,MCS,OTN-Global
127186,H,EAST MACHIAS,0.64,FORK,0.345,ADULT,5.33,F,MCS-50944,MCS,OTN-Global
127186,H,EAST MACHIAS,0.72,FORK,0.345,ADULT,5.33,F,MCS-50947,MCS,OTN-Global
127186,H,EAST MACHIAS,0.78,FORK,0.345,ADULT,5.33,F,MCS-50948,MCS,OTN-Global
127186,H,EAST MACHIAS,0.75,FORK,0.345,ADULT,5.33,F,MCS-50949,MCS,OTN-Global
127186,H,EAST MACHIAS,0.76,FORK,0.345,ADULT,5.33,F,MCS-50950,MCS,OTN-Global
127186,H,EAST MACHIAS,0.825,FORK,0.345,ADULT,5.33,F,MCS-50951,MCS,OTN-Global
127186,H,EAST MACHIAS,0.725,FORK,0.345,ADULT,5.33,F,MCS-50953,MCS,OTN-Global
127186,H,EAST MACHIAS,0.69,FORK,0.345,ADULT,5.33,F,MCS-50954,MCS,OTN-Global
127186,H,EAST MACHIAS,0.79,FORK,0.345,ADULT,5.33,M,MCS-50925,MCS,OTN-Global
127186,H,EAST MACHIAS,0.84,FORK,0.345,ADULT,5.33,M,MCS-50926,MCS,OTN-Global
127186,H,EAST MACHIAS,0.8,FORK,0.345,ADULT,5.33,M,MCS-50927,MCS,OTN-Global
105801,W,NW Atlantic,1.5748,FORK,0.345,JUVENILE,5.33,F,NSBS-ALI,NSBS,OTN-Global
105801,W,NW Atlantic,1.04,FORK,0.345,JUVENILE,5.33,F,NSBS-1248829-2017-08-22-11270,NSBS,OTN-Global
105801,W,NW Atlantic,1.37,FORK,0.345,JUVENILE,5.33,F,NSBS-1248828-2017-08-27-11268,NSBS,OTN-Global
105801,W,NW Atlantic,1.77,FORK,0.345,JUVENILE,5.33,F,NSBS-1248827-2017-08-22-11266,NSBS,OTN-Global
105801,W,NW Atlantic,1.52,FORK,0.345,JUVENILE,5.33,F,NSBS-1248826-2017-08-25-11264,NSBS,OTN-Global
105801,W,NW Atlantic,1.68,FORK,0.345,JUVENILE,5.33,F,NSBS-1248825-2017-08-22-11262,NSBS,OTN-Global
105801,W,NW Atlantic,1.04,FORK,0.345,JUVENILE,5.33,F,NSBS-1248829-2017-08-22-11269,NSBS,OTN-Global
105801,W,NW Atlantic,1.37,FORK,0.345,JUVENILE,5.33,F,NSBS-1248828-2017-08-27-11267,NSBS,OTN-Global
105801,W,NW Atlantic,1.77,FORK,0.345,JUVENILE,5.33,F,NSBS-1248827-2017-08-22-11265,NSBS,OTN-Global
105801,W,NW Atlantic,1.52,FORK,0.345,JUVENILE,5.33,F,NSBS-1248826-2017-08-25-11263,NSBS,OTN-Global
105801,W,NW Atlantic,1.68,FORK,0.345,JUVENILE,5.33,F,NSBS-1248825-2017-08-22-11261,NSBS,OTN-Global
105801,W,NW Atlantic,1.6,FORK,32.65,JUVENILE,5.33,F,NSBS-Eva,NSBS,OTN-Global
105801,W,NW Atlantic,1.38,FORK,19.5,JUVENILE,5.33,F,NSBS-Percy,NSBS,OTN-Global
105801,W,NW Atlantic,1.58,FORK,29.71,JUVENILE,5.33,F,NSBS-Riley,NSBS,OTN-Global
105801,W,NW Atlantic,1.3,FORK,16.85,JUVENILE,5.33,F,NSBS-Meeko,NSBS,OTN-Global
105801,W,NW Atlantic,1.53,FORK,25.29,JUVENILE,5.33,F,NSBS-Sophie,NSBS,OTN-Global
105801,W,NW Atlantic,1.4,FORK,22.81,JUVENILE,5.33,F,NSBS-Brandy,NSBS,OTN-Global
105801,W,NW Atlantic,1.62,FORK,27.6,JUVENILE,5.33,F,NSBS-Lucy,NSBS,OTN-Global
105801,W,NW Atlantic,1.64,FORK,40.46,JUVENILE,5.33,F,NSBS-Xena,NSBS,OTN-Global
105801,W,NW Atlantic,1.37,FORK,21,JUVENILE,5.33,F,NSBS-Leia,NSBS,OTN-Global
105801,W,NW Atlantic,1.51,FORK,25,JUVENILE,5.33,F,NSBS-Hayley,NSBS,OTN-Global
105801,W,NW Atlantic,1.52,FORK,25.12,JUVENILE,5.33,F,NSBS-Blueberry,NSBS,OTN-Global
105801,W,NW Atlantic,1.43,FORK,21.9,JUVENILE,5.33,F,NSBS-Finnigan,NSBS,OTN-Global
105801,W,NW Atlantic,1.16,FORK,7.57,JUVENILE,5.33,F,NSBS-Wryley,NSBS,OTN-Global
105801,W,NW Atlantic,1.41,FORK,21.59,JUVENILE,5.33,F,NSBS-Brianna,NSBS,OTN-Global
105801,W,NW Atlantic,1.52,FORK,25.12,JUVENILE,5.33,F,NSBS-Tika,NSBS,OTN-Global
105801,W,NW Atlantic,1.49,FORK,25.09,JUVENILE,5.33,F,NSBS-Janina,NSBS,OTN-Global
105801,W,NW Atlantic,1.39,FORK,18.14,JUVENILE,5.33,F,NSBS-Lola,NSBS,OTN-Global
105801,W,NW Atlantic,1.56,FORK,27.71,JUVENILE,5.33,F,NSBS-Alyssa,NSBS,OTN-Global
105801,W,NW Atlantic,1.29,FORK,10.52,JUVENILE,5.33,F,NSBS-Ophelia,NSBS,OTN-Global
105801,W,NW Atlantic,1.62,FORK,30.88,JUVENILE,5.33,F,NSBS-Skylar,NSBS,OTN-Global
105801,W,UNKNOWN,1.35,FORK,12,JUVENILE,5.33,F,NSBS-Blue Rodeo (Rick Mercer),NSBS,OTN-Global
105801,W,UNKNOWN,1.35,FORK,15,JUVENILE,5.33,F,NSBS-Keesh,NSBS,OTN-Global
105801,W,UNKNOWN,1.07,FORK,6,JUVENILE,5.33,F,NSBS-Tiny Turner,NSBS,OTN-Global
105801,W,UNKNOWN,1.47,FORK,18,JUVENILE,5.33,F,NSBS-Tail Slap,NSBS,OTN-Global
105801,W,UNKNOWN,1.55,FORK,28,JUVENILE,5.33,F,NSBS-Hey Jude,NSBS,OTN-Global
105801,W,UNKNOWN,1.55,FORK,22,JUVENILE,5.33,F,NSBS-Suzy Q,NSBS,OTN-Global
105801,W,UNKNOWN,1.36,FORK,0.345,JUVENILE,5.33,F,NSBS-Betty,NSBS,OTN-Global
105801,W,UNKNOWN,1.28,FORK,11,JUVENILE,5.33,F,NSBS-Bonkers,NSBS,OTN-Global
105801,W,UNKNOWN,1.65,FORK,27,JUVENILE,5.33,F,NSBS-Brendal,NSBS,OTN-Global
105801,W,UNKNOWN,1.52,FORK,15,JUVENILE,5.33,F,NSBS-Lucy-14,NSBS,OTN-Global
105801,W,UNKNOWN,1.03,FORK,6,JUVENILE,5.33,F,NSBS-Finnigan-14,NSBS,OTN-Global
105801,W,UNKNOWN,1.65,FORK,26,JUVENILE,5.33,F,NSBS-Big Momma,NSBS,OTN-Global
105801,W,UNKNOWN,1.31,FORK,15,JUVENILE,5.33,F,NSBS-Calypso,NSBS,OTN-Global
105801,W,UNKNOWN,1.31,FORK,9,JUVENILE,5.33,F,NSBS-Katelyn,NSBS,OTN-Global
105801,W,UNKNOWN,1.47,FORK,20,JUVENILE,5.33,F,NSBS-Hooker,NSBS,OTN-Global
105801,W,UNKNOWN,1.42,FORK,19,JUVENILE,5.33,F,NSBS-Casey,NSBS,OTN-Global
105801,W,UNKNOWN,1.63,FORK,28,JUVENILE,5.33,F,NSBS-Helga,NSBS,OTN-Global
105801,W,UNKNOWN,1.31,FORK,12,JUVENILE,5.33,F,NSBS-Nikki,NSBS,OTN-Global
105801,W,UNKNOWN,1.41,FORK,20,JUVENILE,5.33,F,NSBS-Alison,NSBS,OTN-Global
105801,W,NW Atlantic,1.5494,FORK,0.345,JUVENILE,5.33,F,NSBS-LILY,NSBS,OTN-Global
105801,W,NW Atlantic,1.0541,FORK,0.345,JUVENILE,5.33,F,NSBS-MATTEA,NSBS,OTN-Global
105801,W,NW Atlantic,1.4097,FORK,0.345,JUVENILE,5.33,F,NSBS-ALICE,NSBS,OTN-Global
105801,W,NW Atlantic,1.524,FORK,0.345,JUVENILE,5.33,F,NSBS-PEYTON,NSBS,OTN-Global
105801,W,NW Atlantic,1.4351,FORK,0.345,JUVENILE,5.33,F,NSBS-KRISTINA,NSBS,OTN-Global
105801,W,NW Atlantic,1.5875,FORK,0.345,JUVENILE,5.33,F,NSBS-GRIFFIN,NSBS,OTN-Global
105801,W,NW Atlantic,1.1049,FORK,0.345,JUVENILE,5.33,F,NSBS-TRACEY,NSBS,OTN-Global
105801,W,NW Atlantic,1.68275,FORK,0.345,JUVENILE,5.33,F,NSBS-HUGH,NSBS,OTN-Global
105801,W,NW Atlantic,1.09982,FORK,0.345,JUVENILE,5.33,F,NSBS-SARAH,NSBS,OTN-Global
105801,W,NW Atlantic,1.5367,FORK,0.345,JUVENILE,5.33,F,NSBS-LORENZA,NSBS,OTN-Global
105801,W,NW Atlantic,1.8542,FORK,0.345,JUVENILE,5.33,F,NSBS-NICOLE,NSBS,OTN-Global
105801,W,NW Atlantic,1.651,FORK,0.345,JUVENILE,5.33,F,NSBS-TINI,NSBS,OTN-Global
105801,W,NW Atlantic,1.6256,FORK,0.345,JUVENILE,5.33,F,NSBS-CAROLINA,NSBS,OTN-Global
105801,W,NW Atlantic,1.7018,FORK,0.345,JUVENILE,5.33,F,NSBS-NAKIA,NSBS,OTN-Global
105801,W,NW Atlantic,1.3589,FORK,0.345,JUVENILE,5.33,F,NSBS-SWAANTJE,NSBS,OTN-Global
105801,W,UNKNOWN,1.52,FORK,20,JUVENILE,5.33,F,NSBS-Salty Dog,NSBS,OTN-Global
105801,W,NW Atlantic,1.4097,FORK,0.345,JUVENILE,5.33,F,NSBS-ELVIRE,NSBS,OTN-Global
105801,W,NW Atlantic,1.6383,FORK,0.345,JUVENILE,5.33,F,NSBS-MOFFAT,NSBS,OTN-Global
105801,W,UNKNOWN,1.5367,FORK,0.345,SUB-ADULT,5.33,F,NSBS-110451,NSBS,OTN-Global
105801,W,UNKNOWN,1.6891,FORK,0.345,SUB-ADULT,5.33,F,NSBS-110448,NSBS,OTN-Global
105801,W,NW Atlantic,1.461,FORK,0.345,JUVENILE,5.33,F,NSBS-1248833,NSBS,OTN-Global
105801,W,NW Atlantic,1.549,FORK,0.345,JUVENILE,5.33,F,NSBS-1248824,NSBS,OTN-Global
105801,W,NW Atlantic,1.727,FORK,0.345,JUVENILE,5.33,F,NSBS-1248832,NSBS,OTN-Global
105801,W,NW Atlantic,1.524,FORK,0.345,JUVENILE,5.33,F,NSBS-1248830,NSBS,OTN-Global
105801,W,NW Atlantic,1.27,FORK,0.345,JUVENILE,5.33,M,NSBS-Hops,NSBS,OTN-Global
105801,W,NW Atlantic,1.32,FORK,0.345,JUVENILE,5.33,F,NSBS-Spruce,NSBS,OTN-Global
105801,W,NW Atlantic,1.6,FORK,0.345,JUVENILE,5.33,F,NSBS-1248838-2017-08-22-11288,NSBS,OTN-Global
105801,W,NW Atlantic,1.32,FORK,0.345,JUVENILE,5.33,F,NSBS-1248834-2017-08-27-11280,NSBS,OTN-Global
105801,W,NW Atlantic,1.17,FORK,0.345,JUVENILE,5.33,F,NSBS-1248831-2017-08-22-11274,NSBS,OTN-Global
105801,W,NW Atlantic,1.6,FORK,0.345,JUVENILE,5.33,F,NSBS-1248838-2017-08-22-11287,NSBS,OTN-Global
105801,W,NW Atlantic,1.32,FORK,0.345,JUVENILE,5.33,F,NSBS-1248834-2017-08-27-11279,NSBS,OTN-Global
105801,W,NW Atlantic,1.17,FORK,0.345,JUVENILE,5.33,F,NSBS-1248831-2017-08-22-11273,NSBS,OTN-Global
105801,W,NW Atlantic,1.65,FORK,0.345,JUVENILE,5.33,F,NSBS-1250986-2017-08-25-11209,NSBS,OTN-Global
105801,W,NW Atlantic,1.41,FORK,0.345,JUVENILE,5.33,F,NSBS-1250984-2017-08-25-11205,NSBS,OTN-Global
105801,W,NW Atlantic,1.395,FORK,0.345,JUVENILE,5.33,F,NSBS-1250982-2017-08-25-11201,NSBS,OTN-Global
127186,W,"West River, Sheet Harbour",0.204,FORK,0.09,SMOLT,5.33,UNKNOWN,WRS-1073397,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.214,FORK,0.083,SMOLT,5.33,UNKNOWN,WRS-1073398,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.211,FORK,0.081,SMOLT,5.33,UNKNOWN,WRS-1073399,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.186,FORK,0.066,SMOLT,5.33,UNKNOWN,WRS-1073400,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.188,FORK,0.075,SMOLT,5.33,UNKNOWN,WRS-1073401,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.181,FORK,0.057,SMOLT,5.33,UNKNOWN,WRS-1073402,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.188,FORK,0.059,SMOLT,5.33,UNKNOWN,WRS-1073403,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.193,FORK,0.076,SMOLT,5.33,UNKNOWN,WRS-1073404,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.216,FORK,0.102,SMOLT,5.33,UNKNOWN,WRS-1073405,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.202,FORK,0.08,SMOLT,5.33,UNKNOWN,WRS-1073406,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.185,FORK,0.059,SMOLT,5.33,UNKNOWN,WRS-1073407,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.185,FORK,0.054,SMOLT,5.33,UNKNOWN,WRS-1073408,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.192,FORK,0.072,SMOLT,5.33,UNKNOWN,WRS-1073409,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.2,FORK,0.069,SMOLT,5.33,UNKNOWN,WRS-1073410,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.185,FORK,0.062,SMOLT,5.33,UNKNOWN,WRS-1073411,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.181,FORK,0.058,SMOLT,5.33,UNKNOWN,WRS-1073412,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.192,FORK,0.075,SMOLT,5.33,UNKNOWN,WRS-1073413,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.185,FORK,0.06,SMOLT,5.33,UNKNOWN,WRS-1073414,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.188,FORK,0.061,SMOLT,5.33,UNKNOWN,WRS-1073415,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.2,FORK,0.079,SMOLT,5.33,UNKNOWN,WRS-1073416,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.179,FORK,0.055,SMOLT,5.33,UNKNOWN,WRS-1073417,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.182,FORK,0.059,SMOLT,5.33,UNKNOWN,WRS-1073418,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.179,FORK,0.059,SMOLT,5.33,UNKNOWN,WRS-1073419,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.189,FORK,0.07,SMOLT,5.33,UNKNOWN,WRS-1073420,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.182,FORK,0.054,SMOLT,5.33,UNKNOWN,WRS-1073421,WRS,OTN-Global
127186,W,"West River, Sheet Harbour",0.19,FORK,0.061,SMOLT,5.33,UNKNOWN,WRS-1073422,WRS,OTN-Global
127186,W,LaHave River,0.199,FORK,0.078,JUVENILE,5.33,UNKNOWN,WRS-29637,WRS,OTN-Global
127186,W,LaHave River,0.212,FORK,0.096,JUVENILE,5.33,UNKNOWN,WRS-29638,WRS,OTN-Global
127186,W,LaHave River,0.236,FORK,0.112,JUVENILE,5.33,UNKNOWN,WRS-29639,WRS,OTN-Global
127186,W,LaHave River,0.204,FORK,0.092,JUVENILE,5.33,UNKNOWN,WRS-29640,WRS,OTN-Global
127186,W,LaHave River,0.184,FORK,0.056,JUVENILE,5.33,UNKNOWN,WRS-29641,WRS,OTN-Global
127186,W,LaHave River,0.23,FORK,0.11,JUVENILE,5.33,UNKNOWN,WRS-29642,WRS,OTN-Global
127186,W,LaHave River,0.176,FORK,0.048,JUVENILE,5.33,UNKNOWN,WRS-29643,WRS,OTN-Global
127186,W,LaHave River,0.219,FORK,0.096,JUVENILE,5.33,UNKNOWN,WRS-29644,WRS,OTN-Global
127186,W,LaHave River,0.205,FORK,0.086,JUVENILE,5.33,UNKNOWN,WRS-29645,WRS,OTN-Global
127186,W,WRSH,0.222,FORK,0.345,UNKNOWN,5.33,UNKNOWN,WRS-10550,WRS,OTN-Global
127186,W,WRSH,0.196,FORK,0.345,UNKNOWN,5.33,UNKNOWN,WRS-10551,WRS,OTN-Global
127186,W,WRSH,0.194,FORK,0.345,UNKNOWN,5.33,UNKNOWN,WRS-10552,WRS,OTN-Global
127186,W,WRSH,0.186,FORK,0.345,UNKNOWN,5.33,UNKNOWN,WRS-10553,WRS,OTN-Global
127186,W,WRSH,0.205,FORK,0.345,UNKNOWN,5.33,UNKNOWN,WRS-10554,WRS,OTN-Global
127186,W,WRSH,0.218,FORK,0.345,UNKNOWN,5.33,UNKNOWN,WRS-10555,WRS,OTN-Global
127186,W,St. Mary's River,0.172,FORK,0.044,JUVENILE,5.33,UNKNOWN,WRS-37040,WRS,OTN-Global
127186,W,St. Mary's River,0.168,FORK,0.036,JUVENILE,5.33,UNKNOWN,WRS-37041,WRS,OTN-Global
127186,W,St. Mary's River,0.155,FORK,0.032,JUVENILE,5.33,UNKNOWN,WRS-37042,WRS,OTN-Global
127186,W,St. Mary's River,0.165,FORK,0.042,JUVENILE,5.33,UNKNOWN,WRS-37043,WRS,OTN-Global
127186,W,St. Mary's River,0.16,FORK,0.036,JUVENILE,5.33,UNKNOWN,WRS-37044,WRS,OTN-Global
127186,W,LaHave River,0.174,FORK,0.05,JUVENILE,5.33,UNKNOWN,WRS-29646,WRS,OTN-Global
127186,W,LaHave River,0.19,FORK,0.066,JUVENILE,5.33,UNKNOWN,WRS-29647,WRS,OTN-Global
127186,W,LaHave River,0.203,FORK,0.076,JUVENILE,5.33,UNKNOWN,WRS-29648,WRS,OTN-Global
127186,W,LaHave River,0.174,FORK,0.052,JUVENILE,5.33,UNKNOWN,WRS-29649,WRS,OTN-Global
127186,W,LaHave River,0.178,FORK,0.058,JUVENILE,5.33,UNKNOWN,WRS-29650,WRS,OTN-Global
127186,W,LaHave River,0.186,FORK,0.06,JUVENILE,5.33,UNKNOWN,WRS-29651,WRS,OTN-Global
127186,W,LaHave River,0.192,FORK,0.072,JUVENILE,5.33,UNKNOWN,WRS-29652,WRS,OTN-Global
127186,W,LaHave River,0.184,FORK,0.058,JUVENILE,5.33,UNKNOWN,WRS-29653,WRS,OTN-Global
127186,W,LaHave River,0.197,FORK,0.066,JUVENILE,5.33,UNKNOWN,WRS-29654,WRS,OTN-Global
127186,W,LaHave River,0.206,FORK,0.088,JUVENILE,5.33,UNKNOWN,WRS-29655,WRS,OTN-Global
127186,W,LaHave River,0.192,FORK,0.06,JUVENILE,5.33,UNKNOWN,WRS-29656,WRS,OTN-Global
127186,W,LaHave River,0.211,FORK,0.1,JUVENILE,5.33,UNKNOWN,WRS-29657,WRS,OTN-Global
127186,W,LaHave River,0.179,FORK,0.052,JUVENILE,5.33,UNKNOWN,WRS-29659,WRS,OTN-Global
