release_reference_id,release_reference_type,latitude (degrees_north),longitude (degrees_east),time (UTC),expected_enddate (UTC),manufacturer,tag_model,tag_serial_number,tag_coding_system,transmitted_id,transmittername,release_project_reference,tag_device_id,datacenter_reference
MACFL-14916,ANIMAL,38.210979,-121.536976,2007-12-07T08:55:00Z,2008-02-15T08:55:00Z,VEMCO,V7,1046275,A69-1303,15418,A69-1303-15418,MACFL,A69-1303-15418,nep
MACFL-14917,ANIMAL,38.210979,-121.536976,2007-12-07T08:55:00Z,2008-02-15T08:55:00Z,VEMCO,V7,1046366,A69-1303,15511,A69-1303-15511,MACFL,A69-1303-15511,nep
MACFL-14918,ANIMAL,38.210979,-121.536976,2007-12-07T08:55:00Z,2008-02-15T08:55:00Z,VEMCO,V7,1046295,A69-1303,15438,A69-1303-15438,MACFL,A69-1303-15438,nep
MACFL-14919,ANIMAL,38.210979,-121.536976,2007-12-07T10:55:00Z,2008-02-15T10:55:00Z,VEMCO,V7,1046252,A69-1303,15395,A69-1303-15395,MACFL,A69-1303-15395,nep
MACFL-14920,ANIMAL,38.210979,-121.536976,2007-12-07T10:55:00Z,2008-02-15T10:55:00Z,VEMCO,V7,1046250,A69-1303,15393,A69-1303-15393,MACFL,A69-1303-15393,nep
MACFL-14921,ANIMAL,38.210979,-121.536976,2007-12-07T10:55:00Z,2008-02-15T10:55:00Z,VEMCO,V7,1046278,A69-1303,15421,A69-1303-15421,MACFL,A69-1303-15421,nep
MACFL-14922,ANIMAL,38.210979,-121.536976,2007-12-07T10:55:00Z,2008-02-15T10:55:00Z,VEMCO,V7,1046245,A69-1303,15388,A69-1303-15388,MACFL,A69-1303-15388,nep
MACFL-14923,ANIMAL,38.210979,-121.536976,2007-12-07T10:55:00Z,2008-02-15T10:55:00Z,VEMCO,V7,1046255,A69-1303,15398,A69-1303-15398,MACFL,A69-1303-15398,nep
MACFL-14924,ANIMAL,38.210979,-121.536976,2007-12-07T13:00:00Z,2008-02-15T13:00:00Z,VEMCO,V7,1046267,A69-1303,15410,A69-1303-15410,MACFL,A69-1303-15410,nep
MACFL-14925,ANIMAL,38.210979,-121.536976,2007-12-07T13:00:00Z,2008-02-15T13:00:00Z,VEMCO,V7,1046247,A69-1303,15390,A69-1303-15390,MACFL,A69-1303-15390,nep
MACFL-14926,ANIMAL,38.210979,-121.536976,2007-12-07T13:00:00Z,2008-02-15T13:00:00Z,VEMCO,V7,1046243,A69-1303,15386,A69-1303-15386,MACFL,A69-1303-15386,nep
MACFL-14927,ANIMAL,38.210979,-121.536976,2007-12-07T13:00:00Z,2008-02-15T13:00:00Z,VEMCO,V7,1046249,A69-1303,15392,A69-1303-15392,MACFL,A69-1303-15392,nep
MACFL-14928,ANIMAL,38.210979,-121.536976,2007-12-07T13:00:00Z,2008-02-15T13:00:00Z,VEMCO,V7,1046277,A69-1303,15420,A69-1303-15420,MACFL,A69-1303-15420,nep
MACFL-14929,ANIMAL,38.210979,-121.536976,2007-12-07T14:35:00Z,2008-02-15T14:35:00Z,VEMCO,V7,1046273,A69-1303,15416,A69-1303-15416,MACFL,A69-1303-15416,nep
MACFL-14930,ANIMAL,38.210979,-121.536976,2007-12-07T14:35:00Z,2008-02-15T14:35:00Z,VEMCO,V7,1046258,A69-1303,15401,A69-1303-15401,MACFL,A69-1303-15401,nep
MACFL-14931,ANIMAL,38.210979,-121.536976,2007-12-07T14:35:00Z,2008-02-15T14:35:00Z,VEMCO,V7,1046253,A69-1303,15396,A69-1303-15396,MACFL,A69-1303-15396,nep
MACFL-14932,ANIMAL,38.210979,-121.536976,2007-12-07T14:35:00Z,2008-02-15T14:35:00Z,VEMCO,V7,1046283,A69-1303,15426,A69-1303-15426,MACFL,A69-1303-15426,nep
MACFL-14933,ANIMAL,38.210979,-121.536976,2007-12-07T14:35:00Z,2008-02-15T14:35:00Z,VEMCO,V7,1046289,A69-1303,15432,A69-1303-15432,MACFL,A69-1303-15432,nep
MACFL-14934,ANIMAL,38.600592,-121.509025,2008-01-15T16:02:00Z,2008-03-25T15:02:00Z,VEMCO,V7,1048227,A69-1303,15738,A69-1303-15738,MACFL,A69-1303-15738,nep
MACFL-14935,ANIMAL,38.600592,-121.509025,2008-01-15T16:02:00Z,2008-03-25T15:02:00Z,VEMCO,V7,1048105,A69-1303,15614,A69-1303-15614,MACFL,A69-1303-15614,nep
MACFL-14936,ANIMAL,38.600592,-121.509025,2008-01-15T16:02:00Z,2008-03-25T15:02:00Z,VEMCO,V7,1048096,A69-1303,15605,A69-1303-15605,MACFL,A69-1303-15605,nep
MACFL-14937,ANIMAL,38.600592,-121.509025,2008-01-15T16:02:00Z,2008-03-25T15:02:00Z,VEMCO,V7,1048228,A69-1303,15739,A69-1303-15739,MACFL,A69-1303-15739,nep
MACFL-14938,ANIMAL,38.600592,-121.509025,2008-01-15T16:02:00Z,2008-03-25T15:02:00Z,VEMCO,V7,1048089,A69-1303,15598,A69-1303-15598,MACFL,A69-1303-15598,nep
MACFL-14939,ANIMAL,38.600592,-121.509025,2008-01-15T16:02:00Z,2008-03-25T15:02:00Z,VEMCO,V7,1048238,A69-1303,15749,A69-1303-15749,MACFL,A69-1303-15749,nep
MACFL-14940,ANIMAL,38.600592,-121.509025,2008-01-15T17:04:00Z,2008-03-25T16:04:00Z,VEMCO,V7,1048245,A69-1303,15756,A69-1303-15756,MACFL,A69-1303-15756,nep
MACFL-14941,ANIMAL,38.600592,-121.509025,2008-01-15T17:04:00Z,2008-03-25T16:04:00Z,VEMCO,V7,1048111,A69-1303,15620,A69-1303-15620,MACFL,A69-1303-15620,nep
MACFL-14942,ANIMAL,38.600592,-121.509025,2008-01-15T17:04:00Z,2008-03-25T16:04:00Z,VEMCO,V7,1048100,A69-1303,15609,A69-1303-15609,MACFL,A69-1303-15609,nep
MACFL-14943,ANIMAL,38.600592,-121.509025,2008-01-15T17:04:00Z,2008-03-25T16:04:00Z,VEMCO,V7,1048221,A69-1303,15732,A69-1303-15732,MACFL,A69-1303-15732,nep
MACFL-14944,ANIMAL,38.600592,-121.509025,2008-01-15T17:04:00Z,2008-03-25T16:04:00Z,VEMCO,V7,1048090,A69-1303,15599,A69-1303-15599,MACFL,A69-1303-15599,nep
MACFL-14945,ANIMAL,38.600592,-121.509025,2008-01-15T17:04:00Z,2008-03-25T16:04:00Z,VEMCO,V7,1048220,A69-1303,15731,A69-1303-15731,MACFL,A69-1303-15731,nep
MACFL-14946,ANIMAL,38.600592,-121.509025,2008-01-15T18:00:00Z,2008-03-25T17:00:00Z,VEMCO,V7,1048242,A69-1303,15753,A69-1303-15753,MACFL,A69-1303-15753,nep
MACFL-14947,ANIMAL,38.600592,-121.509025,2008-01-15T18:00:00Z,2008-03-25T17:00:00Z,VEMCO,V7,1046329,A69-1303,15472,A69-1303-15472,MACFL,A69-1303-15472,nep
MACFL-14948,ANIMAL,38.600592,-121.509025,2008-01-15T18:00:00Z,2008-03-25T17:00:00Z,VEMCO,V7,1048118,A69-1303,15627,A69-1303-15627,MACFL,A69-1303-15627,nep
MACFL-14949,ANIMAL,38.600592,-121.509025,2008-01-15T18:00:00Z,2008-03-25T17:00:00Z,VEMCO,V7,1048113,A69-1303,15622,A69-1303-15622,MACFL,A69-1303-15622,nep
MACFL-14950,ANIMAL,38.600592,-121.509025,2008-01-15T18:00:00Z,2008-03-25T17:00:00Z,VEMCO,V7,1048098,A69-1303,15607,A69-1303-15607,MACFL,A69-1303-15607,nep
MACFL-14951,ANIMAL,38.600592,-121.509025,2008-01-15T19:03:00Z,2008-03-25T18:03:00Z,VEMCO,V7,1048223,A69-1303,15734,A69-1303-15734,MACFL,A69-1303-15734,nep
MACFL-14952,ANIMAL,38.600592,-121.509025,2008-01-15T19:03:00Z,2008-03-25T18:03:00Z,VEMCO,V7,1048092,A69-1303,15601,A69-1303-15601,MACFL,A69-1303-15601,nep
MACFL-14953,ANIMAL,38.600592,-121.509025,2008-01-15T19:03:00Z,2008-03-25T18:03:00Z,VEMCO,V7,1048117,A69-1303,15626,A69-1303-15626,MACFL,A69-1303-15626,nep
MACFL-14954,ANIMAL,38.600592,-121.509025,2008-01-15T19:03:00Z,2008-03-25T18:03:00Z,VEMCO,V7,1048224,A69-1303,15735,A69-1303-15735,MACFL,A69-1303-15735,nep
MACFL-14955,ANIMAL,38.600592,-121.509025,2008-01-15T19:03:00Z,2008-03-25T18:03:00Z,VEMCO,V7,1048093,A69-1303,15602,A69-1303-15602,MACFL,A69-1303-15602,nep
MACFL-14956,ANIMAL,38.600592,-121.509025,2008-01-15T19:03:00Z,2008-03-25T18:03:00Z,VEMCO,V7,1048102,A69-1303,15611,A69-1303-15611,MACFL,A69-1303-15611,nep
MACFL-14957,ANIMAL,38.600592,-121.509025,2008-01-15T20:00:00Z,2008-03-25T19:00:00Z,VEMCO,V7,1048236,A69-1303,15747,A69-1303-15747,MACFL,A69-1303-15747,nep
MACFL-14958,ANIMAL,38.600592,-121.509025,2008-01-15T20:00:00Z,2008-03-25T19:00:00Z,VEMCO,V7,1048247,A69-1303,15758,A69-1303-15758,MACFL,A69-1303-15758,nep
MACFL-14959,ANIMAL,38.600592,-121.509025,2008-01-15T20:00:00Z,2008-03-25T19:00:00Z,VEMCO,V7,1048234,A69-1303,15745,A69-1303-15745,MACFL,A69-1303-15745,nep
MACFL-14960,ANIMAL,38.600592,-121.509025,2008-01-15T20:00:00Z,2008-03-25T19:00:00Z,VEMCO,V7,1048114,A69-1303,15623,A69-1303-15623,MACFL,A69-1303-15623,nep
MACFL-14961,ANIMAL,38.600592,-121.509025,2008-01-15T20:00:00Z,2008-03-25T19:00:00Z,VEMCO,V7,1048115,A69-1303,15624,A69-1303-15624,MACFL,A69-1303-15624,nep
MACFL-14962,ANIMAL,38.600592,-121.509025,2008-01-15T21:00:00Z,2008-02-24T21:00:00Z,VEMCO,V7,8771H,A69-1303,1853,A69-1303-1853,MACFL,A69-1303-1853,nep
MACFL-14963,ANIMAL,38.600592,-121.509025,2008-01-15T21:00:00Z,2008-03-25T20:00:00Z,VEMCO,V7,1048229,A69-1303,15740,A69-1303-15740,MACFL,A69-1303-15740,nep
MACFL-14964,ANIMAL,38.600592,-121.509025,2008-01-15T21:00:00Z,2008-03-25T20:00:00Z,VEMCO,V7,1048235,A69-1303,15746,A69-1303-15746,MACFL,A69-1303-15746,nep
MACFL-14965,ANIMAL,38.600592,-121.509025,2008-01-15T21:00:00Z,2008-03-25T20:00:00Z,VEMCO,V7,1048119,A69-1303,15628,A69-1303-15628,MACFL,A69-1303-15628,nep
MACFL-14966,ANIMAL,38.600592,-121.509025,2008-01-15T21:00:00Z,2008-03-25T20:00:00Z,VEMCO,V7,1048233,A69-1303,15744,A69-1303-15744,MACFL,A69-1303-15744,nep
MACFL-14967,ANIMAL,38.600592,-121.509025,2008-01-15T21:00:00Z,2008-03-25T20:00:00Z,VEMCO,V7,1048104,A69-1303,15613,A69-1303-15613,MACFL,A69-1303-15613,nep
MACFL-14968,ANIMAL,38.600592,-121.509025,2008-01-15T22:10:00Z,2008-03-25T21:10:00Z,VEMCO,V7,1048243,A69-1303,15754,A69-1303-15754,MACFL,A69-1303-15754,nep
MACFL-14969,ANIMAL,38.600592,-121.509025,2008-01-15T22:10:00Z,2008-03-25T21:10:00Z,VEMCO,V7,1048110,A69-1303,15619,A69-1303-15619,MACFL,A69-1303-15619,nep
MACFL-14970,ANIMAL,38.600592,-121.509025,2008-01-15T22:10:00Z,2008-03-25T21:10:00Z,VEMCO,V7,1048121,A69-1303,15630,A69-1303-15630,MACFL,A69-1303-15630,nep
MACFL-14971,ANIMAL,38.600592,-121.509025,2008-01-15T22:10:00Z,2008-03-25T21:10:00Z,VEMCO,V7,1048097,A69-1303,15606,A69-1303-15606,MACFL,A69-1303-15606,nep
MACFL-14972,ANIMAL,38.600592,-121.509025,2008-01-15T22:10:00Z,2008-03-25T21:10:00Z,VEMCO,V7,1048101,A69-1303,15610,A69-1303-15610,MACFL,A69-1303-15610,nep
MACFL-14973,ANIMAL,38.600592,-121.509025,2008-01-15T23:04:00Z,2008-03-25T22:04:00Z,VEMCO,V7,1048249,A69-1303,15760,A69-1303-15760,MACFL,A69-1303-15760,nep
MACFL-14974,ANIMAL,38.600592,-121.509025,2008-01-15T23:04:00Z,2008-03-25T22:04:00Z,VEMCO,V7,1048106,A69-1303,15615,A69-1303-15615,MACFL,A69-1303-15615,nep
MACFL-14975,ANIMAL,38.600592,-121.509025,2008-01-15T23:04:00Z,2008-03-25T22:04:00Z,VEMCO,V7,1048099,A69-1303,15608,A69-1303-15608,MACFL,A69-1303-15608,nep
MACFL-14976,ANIMAL,38.600592,-121.509025,2008-01-15T23:04:00Z,2008-03-25T22:04:00Z,VEMCO,V7,1048232,A69-1303,15743,A69-1303-15743,MACFL,A69-1303-15743,nep
MACFL-14977,ANIMAL,38.600592,-121.509025,2008-01-15T23:04:00Z,2008-03-25T22:04:00Z,VEMCO,V7,1048120,A69-1303,15629,A69-1303-15629,MACFL,A69-1303-15629,nep
MACFL-14978,ANIMAL,38.600592,-121.509025,2008-01-15T23:04:00Z,2008-03-25T22:04:00Z,VEMCO,V7,1048244,A69-1303,15755,A69-1303-15755,MACFL,A69-1303-15755,nep
MACFL-14979,ANIMAL,38.600592,-121.509025,2008-01-16T00:15:00Z,2008-03-25T23:15:00Z,VEMCO,V7,1048103,A69-1303,15612,A69-1303-15612,MACFL,A69-1303-15612,nep
MACFL-14980,ANIMAL,38.600592,-121.509025,2008-01-16T00:15:00Z,2008-03-25T23:15:00Z,VEMCO,V7,1048094,A69-1303,15603,A69-1303-15603,MACFL,A69-1303-15603,nep
MACFL-14981,ANIMAL,38.600592,-121.509025,2008-01-16T00:15:00Z,2008-03-25T23:15:00Z,VEMCO,V7,1048246,A69-1303,15757,A69-1303-15757,MACFL,A69-1303-15757,nep
MACFL-14982,ANIMAL,38.600592,-121.509025,2008-01-16T00:15:00Z,2008-03-25T23:15:00Z,VEMCO,V7,1048109,A69-1303,15618,A69-1303-15618,MACFL,A69-1303-15618,nep
MACFL-14983,ANIMAL,38.600592,-121.509025,2008-01-16T00:15:00Z,2008-03-25T23:15:00Z,VEMCO,V7,1048108,A69-1303,15617,A69-1303-15617,MACFL,A69-1303-15617,nep
MACFL-14984,ANIMAL,38.600592,-121.509025,2008-01-16T01:00:00Z,2008-03-26T00:00:00Z,VEMCO,V7,1048091,A69-1303,15600,A69-1303-15600,MACFL,A69-1303-15600,nep
MACFL-14985,ANIMAL,38.600592,-121.509025,2008-01-16T01:00:00Z,2008-03-26T00:00:00Z,VEMCO,V7,1048222,A69-1303,15733,A69-1303-15733,MACFL,A69-1303-15733,nep
MACFL-14986,ANIMAL,38.600592,-121.509025,2008-01-16T01:00:00Z,2008-03-26T00:00:00Z,VEMCO,V7,1048112,A69-1303,15621,A69-1303-15621,MACFL,A69-1303-15621,nep
MACFL-14987,ANIMAL,38.600592,-121.509025,2008-01-16T01:00:00Z,2008-03-26T00:00:00Z,VEMCO,V7,1048219,A69-1303,15730,A69-1303-15730,MACFL,A69-1303-15730,nep
MACFL-14988,ANIMAL,38.600592,-121.509025,2008-01-16T01:00:00Z,2008-03-26T00:00:00Z,VEMCO,V7,1048230,A69-1303,15741,A69-1303-15741,MACFL,A69-1303-15741,nep
MACFL-14989,ANIMAL,38.600592,-121.509025,2008-01-16T02:00:00Z,2008-03-26T01:00:00Z,VEMCO,V7,1048095,A69-1303,15604,A69-1303-15604,MACFL,A69-1303-15604,nep
MACFL-14990,ANIMAL,38.600592,-121.509025,2008-01-16T02:00:00Z,2008-03-26T01:00:00Z,VEMCO,V7,1048225,A69-1303,15736,A69-1303-15736,MACFL,A69-1303-15736,nep
MACFL-14991,ANIMAL,38.600592,-121.509025,2008-01-16T02:00:00Z,2008-03-26T01:00:00Z,VEMCO,V7,1048237,A69-1303,15748,A69-1303-15748,MACFL,A69-1303-15748,nep
MACFL-14992,ANIMAL,38.600592,-121.509025,2008-01-16T02:00:00Z,2008-03-26T01:00:00Z,VEMCO,V7,1048240,A69-1303,15751,A69-1303-15751,MACFL,A69-1303-15751,nep
MACFL-14993,ANIMAL,38.600592,-121.509025,2008-01-16T02:00:00Z,2008-03-26T01:00:00Z,VEMCO,V7,1048116,A69-1303,15625,A69-1303-15625,MACFL,A69-1303-15625,nep
MACFL-14994,ANIMAL,38.600592,-121.509025,2008-01-16T02:00:00Z,2008-03-26T01:00:00Z,VEMCO,V7,1048226,A69-1303,15737,A69-1303-15737,MACFL,A69-1303-15737,nep
MACFL-14995,ANIMAL,38.600592,-121.509025,2008-01-16T03:00:00Z,2008-03-26T02:00:00Z,VEMCO,V7,1048239,A69-1303,15750,A69-1303-15750,MACFL,A69-1303-15750,nep
MACFL-14996,ANIMAL,38.600592,-121.509025,2008-01-16T03:00:00Z,2008-03-26T02:00:00Z,VEMCO,V7,1048248,A69-1303,15759,A69-1303-15759,MACFL,A69-1303-15759,nep
MACFL-14997,ANIMAL,38.600592,-121.509025,2008-01-16T03:00:00Z,2008-03-26T02:00:00Z,VEMCO,V7,1048231,A69-1303,15742,A69-1303-15742,MACFL,A69-1303-15742,nep
MACFL-14998,ANIMAL,38.600592,-121.509025,2008-01-16T03:00:00Z,2008-03-26T02:00:00Z,VEMCO,V7,1048241,A69-1303,15752,A69-1303-15752,MACFL,A69-1303-15752,nep
MACFL-14999,ANIMAL,38.600592,-121.509025,2008-01-16T03:00:00Z,2008-03-26T02:00:00Z,VEMCO,V7,1048107,A69-1303,15616,A69-1303-15616,MACFL,A69-1303-15616,nep
MACFL-15000,ANIMAL,38.600592,-121.509025,2008-01-16T04:00:00Z,2008-03-26T03:00:00Z,VEMCO,V7,1048126,A69-1303,15635,A69-1303-15635,MACFL,A69-1303-15635,nep
MACFL-15001,ANIMAL,38.600592,-121.509025,2008-01-16T04:00:00Z,2008-03-26T03:00:00Z,VEMCO,V7,1048280,A69-1303,15791,A69-1303-15791,MACFL,A69-1303-15791,nep
MACFL-15002,ANIMAL,38.600592,-121.509025,2008-01-16T04:00:00Z,2008-03-26T03:00:00Z,VEMCO,V7,1048270,A69-1303,15781,A69-1303-15781,MACFL,A69-1303-15781,nep
MACFL-15003,ANIMAL,38.600592,-121.509025,2008-01-16T04:00:00Z,2008-03-26T03:00:00Z,VEMCO,V7,1048257,A69-1303,15768,A69-1303-15768,MACFL,A69-1303-15768,nep
MACFL-15004,ANIMAL,38.600592,-121.509025,2008-01-16T04:00:00Z,2008-03-26T03:00:00Z,VEMCO,V7,1048261,A69-1303,15772,A69-1303-15772,MACFL,A69-1303-15772,nep
MACFL-15005,ANIMAL,38.600592,-121.509025,2008-01-16T04:00:00Z,2008-03-26T03:00:00Z,VEMCO,V7,1048134,A69-1303,15643,A69-1303-15643,MACFL,A69-1303-15643,nep
MACFL-15006,ANIMAL,38.600592,-121.509025,2008-01-16T05:00:00Z,2008-03-26T04:00:00Z,VEMCO,V7,1048252,A69-1303,15763,A69-1303-15763,MACFL,A69-1303-15763,nep
MACFL-15007,ANIMAL,38.600592,-121.509025,2008-01-16T05:00:00Z,2008-03-26T04:00:00Z,VEMCO,V7,1048281,A69-1303,15792,A69-1303-15792,MACFL,A69-1303-15792,nep
MACFL-15008,ANIMAL,38.600592,-121.509025,2008-01-16T05:00:00Z,2008-03-26T04:00:00Z,VEMCO,V7,1048135,A69-1303,15644,A69-1303-15644,MACFL,A69-1303-15644,nep
MACFL-15009,ANIMAL,38.600592,-121.509025,2008-01-16T05:00:00Z,2008-03-26T04:00:00Z,VEMCO,V7,1048274,A69-1303,15785,A69-1303-15785,MACFL,A69-1303-15785,nep
MACFL-15010,ANIMAL,38.600592,-121.509025,2008-01-16T05:00:00Z,2008-03-26T04:00:00Z,VEMCO,V7,1048272,A69-1303,15783,A69-1303-15783,MACFL,A69-1303-15783,nep
MACFL-15011,ANIMAL,38.600592,-121.509025,2008-01-16T06:00:00Z,2008-03-26T05:00:00Z,VEMCO,V7,1048267,A69-1303,15778,A69-1303-15778,MACFL,A69-1303-15778,nep
MACFL-15012,ANIMAL,38.600592,-121.509025,2008-01-16T06:00:00Z,2008-03-26T05:00:00Z,VEMCO,V7,1048263,A69-1303,15774,A69-1303-15774,MACFL,A69-1303-15774,nep
MACFL-15013,ANIMAL,38.600592,-121.509025,2008-01-16T06:00:00Z,2008-03-26T05:00:00Z,VEMCO,V7,1048265,A69-1303,15776,A69-1303-15776,MACFL,A69-1303-15776,nep
MACFL-15014,ANIMAL,38.600592,-121.509025,2008-01-16T06:00:00Z,2008-03-26T05:00:00Z,VEMCO,V7,1048130,A69-1303,15639,A69-1303-15639,MACFL,A69-1303-15639,nep
MACFL-15015,ANIMAL,38.600592,-121.509025,2008-01-16T06:00:00Z,2008-03-26T05:00:00Z,VEMCO,V7,1048278,A69-1303,15789,A69-1303-15789,MACFL,A69-1303-15789,nep
MACFL-15016,ANIMAL,38.600592,-121.509025,2008-01-16T06:00:00Z,2008-03-26T05:00:00Z,VEMCO,V7,1048254,A69-1303,15765,A69-1303-15765,MACFL,A69-1303-15765,nep
MACFL-15017,ANIMAL,38.600592,-121.509025,2008-01-16T07:00:00Z,2008-03-26T06:00:00Z,VEMCO,V7,1048128,A69-1303,15637,A69-1303-15637,MACFL,A69-1303-15637,nep
MACFL-15018,ANIMAL,38.600592,-121.509025,2008-01-16T07:00:00Z,2008-03-26T06:00:00Z,VEMCO,V7,1048269,A69-1303,15780,A69-1303-15780,MACFL,A69-1303-15780,nep
MACFL-15019,ANIMAL,38.600592,-121.509025,2008-01-16T07:00:00Z,2008-03-26T06:00:00Z,VEMCO,V7,1048268,A69-1303,15779,A69-1303-15779,MACFL,A69-1303-15779,nep
MACFL-15020,ANIMAL,38.600592,-121.509025,2008-01-16T07:00:00Z,2008-03-26T06:00:00Z,VEMCO,V7,1048282,A69-1303,15793,A69-1303-15793,MACFL,A69-1303-15793,nep
MACFL-15021,ANIMAL,38.600592,-121.509025,2008-01-16T07:00:00Z,2008-03-26T06:00:00Z,VEMCO,V7,1048141,A69-1303,15650,A69-1303-15650,MACFL,A69-1303-15650,nep
MACFL-15022,ANIMAL,38.600592,-121.509025,2008-01-16T07:00:00Z,2008-03-26T06:00:00Z,VEMCO,V7,1048154,A69-1303,15663,A69-1303-15663,MACFL,A69-1303-15663,nep
MACFL-15023,ANIMAL,38.600592,-121.509025,2008-01-16T07:00:00Z,2008-03-26T06:00:00Z,VEMCO,V7,1048133,A69-1303,15642,A69-1303-15642,MACFL,A69-1303-15642,nep
MACFL-15024,ANIMAL,38.600592,-121.509025,2008-01-16T08:00:00Z,2008-03-26T07:00:00Z,VEMCO,V7,1048258,A69-1303,15769,A69-1303-15769,MACFL,A69-1303-15769,nep
MACFL-15025,ANIMAL,38.600592,-121.509025,2008-01-16T08:00:00Z,2008-03-26T07:00:00Z,VEMCO,V7,1048279,A69-1303,15790,A69-1303-15790,MACFL,A69-1303-15790,nep
MACFL-15026,ANIMAL,38.600592,-121.509025,2008-01-16T08:00:00Z,2008-03-26T07:00:00Z,VEMCO,V7,1048277,A69-1303,15788,A69-1303-15788,MACFL,A69-1303-15788,nep
MACFL-15027,ANIMAL,38.600592,-121.509025,2008-01-16T08:00:00Z,2008-03-26T07:00:00Z,VEMCO,V7,1048275,A69-1303,15786,A69-1303-15786,MACFL,A69-1303-15786,nep
MACFL-15028,ANIMAL,38.600592,-121.509025,2008-01-16T08:00:00Z,2008-03-26T07:00:00Z,VEMCO,V7,1048136,A69-1303,15645,A69-1303-15645,MACFL,A69-1303-15645,nep
MACFL-15029,ANIMAL,38.600592,-121.509025,2008-01-16T08:00:00Z,2008-03-26T07:00:00Z,VEMCO,V7,1048129,A69-1303,15638,A69-1303-15638,MACFL,A69-1303-15638,nep
MACFL-15030,ANIMAL,38.600592,-121.509025,2008-01-16T09:00:00Z,2008-03-26T08:00:00Z,VEMCO,V7,1048149,A69-1303,15658,A69-1303-15658,MACFL,A69-1303-15658,nep
MACFL-15031,ANIMAL,38.600592,-121.509025,2008-01-16T09:00:00Z,2008-03-26T08:00:00Z,VEMCO,V7,1048153,A69-1303,15662,A69-1303-15662,MACFL,A69-1303-15662,nep
MACFL-15032,ANIMAL,38.600592,-121.509025,2008-01-16T09:00:00Z,2008-03-26T08:00:00Z,VEMCO,V7,1048147,A69-1303,15656,A69-1303-15656,MACFL,A69-1303-15656,nep
MACFL-15033,ANIMAL,38.600592,-121.509025,2008-01-16T09:00:00Z,2008-03-26T08:00:00Z,VEMCO,V7,1048146,A69-1303,15655,A69-1303-15655,MACFL,A69-1303-15655,nep
MACFL-15034,ANIMAL,38.600592,-121.509025,2008-01-16T09:00:00Z,2008-03-26T08:00:00Z,VEMCO,V7,1048144,A69-1303,15653,A69-1303-15653,MACFL,A69-1303-15653,nep
MACFL-15035,ANIMAL,38.600592,-121.509025,2008-01-16T09:00:00Z,2008-03-26T08:00:00Z,VEMCO,V7,1048124,A69-1303,15633,A69-1303-15633,MACFL,A69-1303-15633,nep
MACFL-15036,ANIMAL,38.600592,-121.509025,2008-01-16T10:00:00Z,2008-03-26T09:00:00Z,VEMCO,V7,1048264,A69-1303,15775,A69-1303-15775,MACFL,A69-1303-15775,nep
MACFL-15037,ANIMAL,38.600592,-121.509025,2008-01-16T10:00:00Z,2008-03-26T09:00:00Z,VEMCO,V7,1048266,A69-1303,15777,A69-1303-15777,MACFL,A69-1303-15777,nep
MACFL-15038,ANIMAL,38.600592,-121.509025,2008-01-16T10:00:00Z,2008-03-26T09:00:00Z,VEMCO,V7,1048139,A69-1303,15648,A69-1303-15648,MACFL,A69-1303-15648,nep
MACFL-15039,ANIMAL,38.600592,-121.509025,2008-01-16T10:00:00Z,2008-03-26T09:00:00Z,VEMCO,V7,1048132,A69-1303,15641,A69-1303-15641,MACFL,A69-1303-15641,nep
MACFL-15040,ANIMAL,38.600592,-121.509025,2008-01-16T10:00:00Z,2008-03-26T09:00:00Z,VEMCO,V7,1048123,A69-1303,15632,A69-1303-15632,MACFL,A69-1303-15632,nep
MACFL-15041,ANIMAL,38.600592,-121.509025,2008-01-16T10:00:00Z,2008-03-26T09:00:00Z,VEMCO,V7,1048152,A69-1303,15661,A69-1303-15661,MACFL,A69-1303-15661,nep
MACFL-15042,ANIMAL,38.600592,-121.509025,2008-01-16T11:00:00Z,2008-03-26T10:00:00Z,VEMCO,V7,1048260,A69-1303,15771,A69-1303-15771,MACFL,A69-1303-15771,nep
MACFL-15043,ANIMAL,38.600592,-121.509025,2008-01-16T11:00:00Z,2008-03-26T10:00:00Z,VEMCO,V7,1048262,A69-1303,15773,A69-1303-15773,MACFL,A69-1303-15773,nep
MACFL-15044,ANIMAL,38.600592,-121.509025,2008-01-16T11:00:00Z,2008-03-26T10:00:00Z,VEMCO,V7,1048138,A69-1303,15647,A69-1303-15647,MACFL,A69-1303-15647,nep
MACFL-15045,ANIMAL,38.600592,-121.509025,2008-01-16T11:00:00Z,2008-03-26T10:00:00Z,VEMCO,V7,1048143,A69-1303,15652,A69-1303-15652,MACFL,A69-1303-15652,nep
MACFL-15046,ANIMAL,38.600592,-121.509025,2008-01-16T11:00:00Z,2008-03-26T10:00:00Z,VEMCO,V7,1048150,A69-1303,15659,A69-1303-15659,MACFL,A69-1303-15659,nep
MACFL-15047,ANIMAL,38.600592,-121.509025,2008-01-16T12:00:00Z,2008-03-26T11:00:00Z,VEMCO,V7,1048137,A69-1303,15646,A69-1303-15646,MACFL,A69-1303-15646,nep
MACFL-15048,ANIMAL,38.600592,-121.509025,2008-01-16T12:00:00Z,2008-03-26T11:00:00Z,VEMCO,V7,1048256,A69-1303,15767,A69-1303-15767,MACFL,A69-1303-15767,nep
