deployment_id,receiver_reference_type,receiver_serial_number,receiver_manufacturer,latitude (degrees_north),longitude (degrees_east),time(UTC),recovery_datetime_utc (UTC),bottom_depth (m),depth (m),deployment_comments,deployment_project_reference,receiver_model,receiver_reference_id,datacenter_reference
G2_6-VR2W-113654-1,ManmadePlatform,113654,VEMCO,71.1178,-70.92858333,2012-09-24T21:04:00Z,2013-09-14T15:15:00Z,433,3.5,UNKNOWN,ASI,VR2W,ASI_G2_6,OTN-Global
G1_7-VR2W-113648-1,ManmadePlatform,113648,VEMCO,71.21,-71.1812,2012-09-24T16:43:00Z,2013-09-14T17:30:00Z,262,3.5,UNKNOWN,ASI,VR2W,ASI_G1_7,OTN-Global
G2_4-C-POD-1325-1,ManmadePlatform,1325,Chelonia Limited,71.1274,-70.97638333,2012-09-24T22:16:00Z,2013-09-14T14:45:00Z,454,446,UNKNOWN,ASI,C-POD,ASI_G2_4,OTN-Global
G2_4-VR2W-113635-1,ManmadePlatform,113635,VEMCO,71.1274,-70.97638333,2012-09-24T22:16:00Z,2013-09-14T14:45:00Z,454,3.5,UNKNOWN,ASI,VR2W,ASI_G2_4,OTN-Global
G2_7-C-POD-1122-1,ManmadePlatform,1122,Chelonia Limited,71.1131,-70.90366667,2012-09-27T17:05:00Z,2013-09-14T15:30:00Z,380,100,UNKNOWN,ASI,C-POD,ASI_G2_7,OTN-Global
G2_7-VR2W-113639-1,ManmadePlatform,113639,VEMCO,71.1131,-70.90366667,2012-09-27T17:05:00Z,2013-09-14T15:30:00Z,380,3.5,UNKNOWN,ASI,VR2W,ASI_G2_7,OTN-Global
G5_8-VR2W-113626-1,ManmadePlatform,113626,VEMCO,71.0416,-70.1968,2012-09-29T17:49:00Z,2013-09-14T13:45:00Z,362,3.5,UNKNOWN,ASI,VR2W,ASI_G5_8,OTN-Global
G2_5-VR2W-113631-1,ManmadePlatform,113631,VEMCO,71.1226,-70.9512,2012-09-24T20:44:00Z,2013-09-14T15:00:00Z,449,3.5,UNKNOWN,ASI,VR2W,ASI_G2_5,OTN-Global
G1_4-VR2W-113641-1,ManmadePlatform,113641,VEMCO,71.1894,-71.1268,2012-09-24T17:22:00Z,2013-09-14T16:45:00Z,418,3.5,UNKNOWN,ASI,VR2W,ASI_G1_4,OTN-Global
G1_1-VR2W-113660-1,ManmadePlatform,113660,VEMCO,71.1696,-71.0715,2012-09-24T18:23:00Z,2013-09-14T16:00:00Z,362,3.5,UNKNOWN,ASI,VR2W,ASI_G1_1,OTN-Global
G2_3-VR2W-113645-1,ManmadePlatform,113645,VEMCO,71.1321,-70.99911667,2012-09-24T20:28:00Z,2013-09-14T14:30:00Z,467,3.5,UNKNOWN,ASI,VR2W,ASI_G2_3,OTN-Global
G5_4-VR2W-113657-1,ManmadePlatform,113657,VEMCO,71.0244,-70.2943,2012-09-29T19:14:00Z,2013-09-14T12:45:00Z,524,3.5,UNKNOWN,ASI,VR2W,ASI_G5_4,OTN-Global
G5_4-VR2W-113629-1,ManmadePlatform,113629,VEMCO,71.0244,-70.2943,2012-09-29T19:14:00Z,2013-09-14T12:45:00Z,524,3.5,UNKNOWN,ASI,VR2W,ASI_G5_4,OTN-Global
G2_1-VR2W-113633-1,ManmadePlatform,113633,VEMCO,71.1415,-71.0462,2012-09-24T19:35:00Z,2013-09-14T14:00:00Z,363,3.5,UNKNOWN,ASI,VR2W,ASI_G2_1,OTN-Global
G5_2-VR2W-113640-1,ManmadePlatform,113640,VEMCO,71.0159,-70.3425,2012-09-29T19:38:00Z,2013-09-14T12:15:00Z,248,3.5,UNKNOWN,ASI,VR2W,ASI_G5_2,OTN-Global
G5_6-VR2W-113627-1,ManmadePlatform,113627,VEMCO,71.0327,-70.2454,2012-09-29T18:25:00Z,2013-09-14T13:15:00Z,466,3.5,UNKNOWN,ASI,VR2W,ASI_G5_6,OTN-Global
G1_8-VR2W-113628-1,ManmadePlatform,113628,VEMCO,71.2163,-71.1988,2012-09-24T16:15:00Z,2013-09-14T17:45:00Z,134,3.5,UNKNOWN,ASI,VR2W,ASI_G1_8,OTN-Global
G2_8-VR2W-113630-1,ManmadePlatform,113630,VEMCO,71.1083,-70.87958333,2012-09-24T21:35:00Z,2013-09-14T15:45:00Z,278,3.5,UNKNOWN,ASI,VR2W,ASI_G2_8,OTN-Global
G5_3-AURAL-1,ManmadePlatform,G5_3,Multi Electronique,71.0197,-70.3178,2012-09-29T21:05:00Z,2013-09-14T12:30:00Z,276,176,UNKNOWN,ASI,AURAL,ASI_G5_3,OTN-Global
ASIG1_5-C-POD-1126-2,ManmadePlatform,1126,Chelonia Limited,71.19652,-71.1439,2013-09-16T23:01:00Z,2014-09-26T23:13:00Z,393,100,UNKNOWN,ASI,C-POD,ASI_G1_5,OTN-Global
ASIG2_7-C-POD-1122-2,ManmadePlatform,1122,Chelonia Limited,71.1132,-70.90367,2013-09-16T20:32:00Z,2014-09-26T20:04:00Z,385,283,UNKNOWN,ASI,C-POD,ASI_G2_7,OTN-Global
ASIG2_6-VR2W-113654-2,ManmadePlatform,113654,VEMCO,71.11778,-70.92817,2013-09-16T19:19:00Z,2014-09-15T15:52:00Z,436,10,UNKNOWN,ASI,VR2W,ASI_G2_6,OTN-Global
ASIG2_8-VR2W-113630-2,ManmadePlatform,113630,VEMCO,71.10822,-70.87902,2013-09-16T19:30:00Z,2014-09-15T15:32:00Z,282,10,UNKNOWN,ASI,VR2W,ASI_G2_8,OTN-Global
ASI-G8_3-STAR:ODDI CTD-37701-1,ManmadePlatform,37701,Star-Oddi,71.32032,-70.51593,2014-09-20T00:02:00Z,9999-12-31T23:59:00Z,706,10,UNKNOWN,ASI,Star-oddi CTD,ASI_G8_3,OTN-Global
ASIG4_6-VR2W-113651-1,ManmadePlatform,113651,VEMCO,71.01427,-71.21537,2013-09-12T21:29:00Z,2014-09-15T23:52:00Z,133,10,UNKNOWN,ASI,VR2W,ASI_G4_6,OTN-Global
ASIG1_1-VR2W-113660-2,ManmadePlatform,113660,VEMCO,71.16943,-71.07008,2013-09-16T22:04:00Z,2014-09-15T17:33:00Z,367,10,UNKNOWN,ASI,VR2W,ASI_G1_1,OTN-Global
ASIG1_2-VR2W-113649-2,ManmadePlatform,113649,VEMCO,71.17645,-71.0892,2013-09-16T22:11:00Z,2014-09-15T17:47:00Z,384,10,UNKNOWN,ASI,VR2W,ASI_G1_2,OTN-Global
ASIG1_3-VR2W-110122-2,ManmadePlatform,110122,VEMCO,71.18295,-71.10815,2013-09-16T22:50:00Z,2014-09-15T18:00:00Z,401,10,UNKNOWN,ASI,VR2W,ASI_G1_3,OTN-Global
ASI-G2_4-Dissolved Oxygen-54066-3,ManmadePlatform,54066,generic,71.12733,-70.98,2015-09-28T14:29:00Z,2016-09-13T18:48:00Z,455,255,UNKNOWN,ASI,DISSOLVED OXYGEN,ASI_G2_4,OTN-Global
ASIG1_8-VR2W-113628-2,ManmadePlatform,113628,VEMCO,71.21625,-71.19885,2013-09-16T23:59:00Z,2014-09-15T18:57:00Z,141,10,Dissolved oxygen sensor,ASI,VR2W,ASI_G1_8,OTN-Global
ASIG2_7-VR2W-113639-2,ManmadePlatform,113639,VEMCO,71.1132,-70.90367,2013-09-16T20:32:00Z,2014-09-26T20:04:00Z,385,10,UNKNOWN,ASI,VR2W,ASI_G2_7,OTN-Global
ASI-G5_3-AURAL-G5_3-2,ManmadePlatform,G5_3,Multi Electronique,71.01977,-70.31797,2013-09-15T19:50:00Z,2014-09-13T15:49:00Z,273,100,UNKNOWN,ASI,AURAL,ASI_G5_3,OTN-Global
ASI-G7_9-VR2W-110123-2,ManmadePlatform,110123,VEMCO,71.39712,-70.43907,2014-09-15T00:28:00Z,2015-09-27T09:29:00Z,731,10,AURAL,ASI,VR2W,ASI_G7_9,OTN-Global
ASI-G8_1-VR2W-110528-1,ManmadePlatform,110528,VEMCO,71.36872,-70.72458,2014-09-20T01:05:00Z,2015-10-01T06:27:00Z,493,10,UNKNOWN,ASI,VR2W,ASI_G8_1,OTN-Global
ASI-G8_2-VR2W-110552-1,ManmadePlatform,110552,VEMCO,71.3488,-70.65228,2014-09-20T00:33:00Z,2015-10-01T06:02:00Z,716,10,UNKNOWN,ASI,VR2W,ASI_G8_2,OTN-Global
ASI-G8_3-VR2W-122840-1,ManmadePlatform,122840,VEMCO,71.32032,-70.51593,2014-09-20T00:02:00Z,2015-09-30T18:18:00Z,706,10,UNKNOWN,ASI,VR2W,ASI_G8_3,OTN-Global
ASI-G8_4-VR2W-110538-1,ManmadePlatform,110538,VEMCO,71.29392,-70.40615,2014-09-19T23:38:00Z,2015-09-30T17:47:00Z,594,10,UNKNOWN,ASI,VR2W,ASI_G8_4,OTN-Global
ASI-G9_1-VR2W-110542-1,ManmadePlatform,110542,VEMCO,71.30355,-70.86973,2014-09-19T21:09:00Z,2015-09-29T15:35:00Z,505,10,UNKNOWN,ASI,VR2W,ASI_G9_1,OTN-Global
ASI-G9_3-VR2W-110128-1,ManmadePlatform,110128,VEMCO,71.24825,-70.63382,2014-09-19T22:19:00Z,2015-09-29T16:36:00Z,722,10,UNKNOWN,ASI,VR2W,ASI_G9_3,OTN-Global
ASI-G9_4-VR2W-110545-1,ManmadePlatform,110545,VEMCO,71.22068,-70.52093,2014-09-19T22:48:00Z,2015-09-29T17:07:00Z,575,10,UNKNOWN,ASI,VR2W,ASI_G9_4,OTN-Global
ASI-G2_3-VR2W-113645-3,ManmadePlatform,113645,VEMCO,71.13197,-70.99885,2014-09-17T22:24:00Z,2015-09-28T09:55:00Z,474,10,UNKNOWN,ASI,VR2W,ASI_G2_3,OTN-Global
ASI-G2_4-VR2W-110121-2,ManmadePlatform,110121,VEMCO,71.12705,-70.97467,2014-09-26T18:43:00Z,2015-09-28T09:30:00Z,455,10,UNKNOWN,ASI,VR2W,ASI_G2_4,OTN-Global
ASI-G2_5-VR2W-113631-3,ManmadePlatform,113631,VEMCO,71.12257,-70.9506,2014-09-17T22:42:00Z,2015-09-28T09:14:00Z,451,10,Not deployed last year,ASI,VR2W,ASI_G2_5,OTN-Global
ASI-G2_6-VR2W-113654-3,ManmadePlatform,113654,VEMCO,71.11783,-70.92837,2014-09-17T22:58:00Z,2015-09-28T08:58:00Z,436,10,UNKNOWN,ASI,VR2W,ASI_G2_6,OTN-Global
ASI-G2_7-VR2W-113639-3,ManmadePlatform,113639,VEMCO,71.11325,-70.90382,2014-09-26T21:52:00Z,2015-09-28T08:18:00Z,384,10,UNKNOWN,ASI,VR2W,ASI_G2_7,OTN-Global
ASI-G2_8-VR2W-113630-3,ManmadePlatform,113630,VEMCO,71.1083,-70.87908,2014-09-17T23:18:00Z,2015-09-28T08:05:00Z,279,10,UNKNOWN,ASI,VR2W,ASI_G2_8,OTN-Global
ASI-G3_1-VR2W-113667-2,ManmadePlatform,113667,VEMCO,71.06345,-71.46632,2014-09-17T17:52:00Z,2015-09-29T09:03:00Z,385,10,UNKNOWN,ASI,VR2W,ASI_G3_1,OTN-Global
ASI-G3_2-VR2W-113655-2,ManmadePlatform,113655,VEMCO,71.05417,-71.4567,2014-09-17T17:37:00Z,2015-09-29T08:50:00Z,639,10,UNKNOWN,ASI,VR2W,ASI_G3_2,OTN-Global
ASI-G3_3-VR2W-113643-2,ManmadePlatform,113643,VEMCO,71.04602,-71.44662,2014-09-17T17:25:00Z,2015-09-29T08:31:00Z,631,10,UNKNOWN,ASI,VR2W,ASI_G3_3,OTN-Global
ASI-G5_7-VR2W-113618-3,ManmadePlatform,113618,VEMCO,71.03702,-70.22122,2014-09-17T17:39:00Z,2015-09-30T12:00:00Z,448,10,UNKNOWN,ASI,VR2W,ASI_G5_7,OTN-Global
ASI-G5_8-VR2W-113626-3,ManmadePlatform,113626,VEMCO,71.04167,-70.19662,2014-09-17T17:22:00Z,2015-09-30T12:15:00Z,369,10,UNKNOWN,ASI,VR2W,ASI_G5_8,OTN-Global
ASI-G6_1-VR2W-110152-2,ManmadePlatform,110152,VEMCO,70.74157,-70.7579,2014-09-18T19:54:00Z,2015-09-29T12:00:00Z,534,10,UNKNOWN,ASI,VR2W,ASI_G6_1,OTN-Global
ASI-G6_2-VR2W-110120-2,ManmadePlatform,110120,VEMCO,70.7351,-70.73923,2014-09-18T19:39:00Z,2015-09-29T11:45:00Z,800,10,UNKNOWN,ASI,VR2W,ASI_G6_2,OTN-Global
ASI-G6_3-VR2W-113657-2,ManmadePlatform,113657,VEMCO,70.728,-70.72022,2014-09-18T19:22:00Z,2015-09-29T11:30:00Z,796,10,UNKNOWN,ASI,VR2W,ASI_G6_3,OTN-Global
ASI-G6_5-VR2W-110155-2,ManmadePlatform,110155,VEMCO,70.71567,-70.68277,2014-09-18T18:57:00Z,2015-09-29T11:15:00Z,687,10,UNKNOWN,ASI,VR2W,ASI_G6_5,OTN-Global
ASI-G6_6-VR2W-110124-2,ManmadePlatform,110124,VEMCO,70.7092,-70.66383,2014-09-18T18:47:00Z,2015-09-29T11:00:00Z,508,10,UNKNOWN,ASI,VR2W,ASI_G6_6,OTN-Global
ASI-G7_10-VR2W-110151-2,ManmadePlatform,110151,VEMCO,71.39165,-70.41642,2014-09-15T00:12:00Z,2015-09-27T09:53:00Z,712,10,UNKNOWN,ASI,VR2W,ASI_G7_10,OTN-Global
ASI-G7_11-VR2W-110126-2,ManmadePlatform,110126,VEMCO,71.38782,-70.39372,2014-09-14T23:57:00Z,2015-09-27T11:06:00Z,682,10,UNKNOWN,ASI,VR2W,ASI_G7_11,OTN-Global
ASI-G7_12-VR2W-110130-2,ManmadePlatform,110130,VEMCO,71.3809,-70.37045,2014-09-14T23:40:00Z,2015-09-27T11:24:00Z,696,10,UNKNOWN,ASI,VR2W,ASI_G7_12,OTN-Global
ASI-G7_13-VR2W-113670-2,ManmadePlatform,113670,VEMCO,71.37555,-70.34828,2014-09-14T23:06:00Z,2015-09-27T11:41:00Z,701,10,UNKNOWN,ASI,VR2W,ASI_G7_13,OTN-Global
ASI-G7_6-VR2W-110118-2,ManmadePlatform,110118,VEMCO,71.41288,-70.5072,2014-09-15T01:33:00Z,2015-09-27T08:23:00Z,736,10,UNKNOWN,ASI,VR2W,ASI_G7_6,OTN-Global
ASI-G7_7-VR2W-110156-2,ManmadePlatform,110156,VEMCO,71.40765,-70.48467,2014-09-15T01:14:00Z,2015-09-27T08:39:00Z,806,10,UNKNOWN,ASI,VR2W,ASI_G7_7,OTN-Global
ASI-G7_8-VR2W-110148-2,ManmadePlatform,110148,VEMCO,71.40223,-70.46093,2014-09-15T00:50:00Z,2015-09-27T09:06:00Z,794,10,UNKNOWN,ASI,VR2W,ASI_G7_8,OTN-Global
ASI-G10_3-VR2W-110523-1,ManmadePlatform,110523,VEMCO,71.18462,-70.78925,2014-09-19T19:04:00Z,2015-09-29T13:49:00Z,804,10,UNKNOWN,ASI,VR2W,ASI_G10_3,OTN-Global
ASI-G10_4-VR2W-110116-1,ManmadePlatform,110116,VEMCO,71.15692,-70.67628,2014-09-19T18:39:00Z,2015-09-29T13:20:00Z,720,10,UNKNOWN,ASI,VR2W,ASI_G10_4,OTN-Global
ASI-G11_2-VR2W-110159-1,ManmadePlatform,110159,VEMCO,71.10302,-70.49787,2014-09-19T16:11:00Z,2015-09-30T08:28:00Z,802,10,UNKNOWN,ASI,VR2W,ASI_G11_2,OTN-Global
ASI-G11_3-VR2W-110556-1,ManmadePlatform,110556,VEMCO,71.12177,-70.39608,2014-09-19T16:33:00Z,2015-09-30T08:56:00Z,469,10,UNKNOWN,ASI,VR2W,ASI_G11_3,OTN-Global
ASI-G1_1-VR2W-113660-3,ManmadePlatform,113660,VEMCO,71.16933,-71.07027,2014-09-17T21:18:00Z,2015-09-28T15:48:00Z,365,10,UNKNOWN,ASI,VR2W,ASI_G1_1,OTN-Global
ASI-G12_1-VR2W-110160-1,ManmadePlatform,110160,VEMCO,71.04675,-70.48953,2014-09-19T00:10:00Z,2015-09-30T09:39:00Z,539,10,UNKNOWN,ASI,VR2W,ASI_G12_1,OTN-Global
ASI-G12_2-VR2W-113629-1,ManmadePlatform,113629,VEMCO,71.06508,-70.39067,2014-09-19T00:32:00Z,2015-09-30T10:00:00Z,588,10,UNKNOWN,ASI,VR2W,ASI_G12_2,OTN-Global
ASI-G12_3-VR2W-113634-1,ManmadePlatform,113634,VEMCO,71.08367,-70.28663,2014-09-19T00:55:00Z,2015-09-30T10:20:00Z,384,10,UNKNOWN,ASI,VR2W,ASI_G12_3,OTN-Global
ASI-G1_2-VR2W-113649-3,ManmadePlatform,113649,VEMCO,71.17645,-71.0894,2014-09-17T21:01:00Z,2015-09-28T16:07:00Z,383,10,UNKNOWN,ASI,VR2W,ASI_G1_2,OTN-Global
ASI-G13_1-VR2W-110122-1,ManmadePlatform,110122,VEMCO,70.88972,-70.34998,2014-09-18T21:50:00Z,2015-09-30T15:23:00Z,409,10,UNKNOWN,ASI,VR2W,ASI_G13_1,OTN-Global
ASI-G13_2-VR2W-113656-1,ManmadePlatform,113656,VEMCO,70.88668,-70.18018,2014-09-18T22:29:00Z,2015-09-30T15:56:00Z,445,10,UNKNOWN,ASI,VR2W,ASI_G13_2,OTN-Global
ASI-G1_3-VR2W-113666-3,ManmadePlatform,113666,VEMCO,71.18295,-71.10823,2014-09-17T20:39:00Z,2015-09-28T16:15:00Z,397,10,UNKNOWN,ASI,VR2W,ASI_G1_3,OTN-Global
ASI-G14_1-VR2W-110125-1,ManmadePlatform,110125,VEMCO,71.12287,-70.70965,2014-09-19T18:00:00Z,2015-09-30T07:23:00Z,666,10,UNKNOWN,ASI,VR2W,ASI_G14_1,OTN-Global
ASI-G14_3-VR2W-110547-1,ManmadePlatform,110547,VEMCO,71.15753,-70.51048,2014-09-19T17:15:00Z,2015-09-29T18:05:00Z,628,10,UNKNOWN,ASI,VR2W,ASI_G14_3,OTN-Global
ASI-G1_4-VR2W-113641-3,ManmadePlatform,113641,VEMCO,71.18922,-71.1265,2014-09-17T20:20:00Z,2015-09-28T16:30:00Z,425,10,UNKNOWN,ASI,VR2W,ASI_G1_4,OTN-Global
ASI-G15_1-VR2W-110526-1,ManmadePlatform,110526,VEMCO,70.3248,-68.34042,2014-09-26T02:00:00Z,2015-10-07T11:15:00Z,433,10,UNKNOWN,ASI,VR2W,ASI_G15_1,OTN-Global
ASI-G1_5-VR2W-113638-3,ManmadePlatform,113638,VEMCO,71.16933,-71.07027,2014-10-03T22:41:00Z,2015-09-28T16:55:00Z,394,10,UNKNOWN,ASI,VR2W,ASI_G1_5,OTN-Global
ASI-G1_6-VR2W-113661-3,ManmadePlatform,113661,VEMCO,71.20283,-71.16272,2014-09-17T20:02:00Z,2015-09-28T17:15:00Z,338,10,UNKNOWN,ASI,VR2W,ASI_G1_6,OTN-Global
ASI-G1_7-VR2W-113648-3,ManmadePlatform,113648,VEMCO,71.2099,-71.18137,2014-09-17T19:46:00Z,2015-09-28T17:28:00Z,264,10,UNKNOWN,ASI,VR2W,ASI_G1_7,OTN-Global
ASI-G1_8-VR2W-113628-3,ManmadePlatform,113628,VEMCO,71.2163,-71.19902,2014-09-17T19:25:00Z,2015-09-28T17:42:00Z,137,10,UNKNOWN,ASI,VR2W,ASI_G1_8,OTN-Global
ASI-G2_1-VR2W-113633-3,ManmadePlatform,113633,VEMCO,71.14138,-71.04618,2014-09-17T21:57:00Z,2015-09-28T10:55:00Z,367,10,UNKNOWN,ASI,VR2W,ASI_G2_1,OTN-Global
ASI-G2_2-VR2W-113664-3,ManmadePlatform,113664,VEMCO,71.13708,-71.0222,2014-09-17T22:11:00Z,2015-09-28T10:39:00Z,469,10,UNKNOWN,ASI,VR2W,ASI_G2_2,OTN-Global
ASI-G3_4-VR2W-113652-2,ManmadePlatform,113652,VEMCO,71.0376,-71.43663,2014-09-17T17:10:00Z,2015-09-29T08:15:00Z,551,10,UNKNOWN,ASI,VR2W,ASI_G3_4,OTN-Global
ASI-G3_5-VR2W-113650-2,ManmadePlatform,113650,VEMCO,71.02838,-71.42753,2014-09-17T16:54:00Z,2015-09-29T07:53:00Z,401,10,UNKNOWN,ASI,VR2W,ASI_G3_5,OTN-Global
ASI-G4_1-VR2W-113647-2,ManmadePlatform,113647,VEMCO,71.01293,-71.3476,2014-09-17T16:34:00Z,2015-09-29T07:27:00Z,500,10,UNKNOWN,ASI,VR2W,ASI_G4_1,OTN-Global
ASI-G4_3-VR2W-113646-2,ManmadePlatform,113646,VEMCO,71.0134,-71.29258,2014-09-17T16:04:00Z,2015-09-29T06:50:00Z,695,10,UNKNOWN,ASI,VR2W,ASI_G4_3,OTN-Global
ASI-G4_4-VR2W-113659-2,ManmadePlatform,113659,VEMCO,71.01388,-71.26513,2014-09-17T15:49:00Z,2015-09-29T06:34:00Z,650,10,UNKNOWN,ASI,VR2W,ASI_G4_4,OTN-Global
ASI-G4_5-VR2W-113658-2,ManmadePlatform,113658,VEMCO,71.01385,-71.23708,2014-09-17T15:36:00Z,2015-09-29T06:17:00Z,349,10,UNKNOWN,ASI,VR2W,ASI_G4_5,OTN-Global
ASI-G4_6-VR2W-113651-2,ManmadePlatform,113651,VEMCO,71.01417,-71.2154,2014-09-17T15:21:00Z,2015-09-29T06:10:00Z,146,10,UNKNOWN,ASI,VR2W,ASI_G4_6,OTN-Global
ASI-G5_3-VR2W-110531-3,ManmadePlatform,110531,VEMCO,71.01973,-70.31803,2014-09-26T15:30:00Z,2015-09-30T11:00:00Z,270,10,UNKNOWN,ASI,VR2W,ASI_G5_3,OTN-Global
ASI-G5_4-VR2W-113635-3,ManmadePlatform,113635,VEMCO,71.02425,-70.29452,2014-09-17T18:38:00Z,2015-09-30T11:15:00Z,525,10,UNKNOWN,ASI,VR2W,ASI_G5_4,OTN-Global
ASI-G5_5-VR2W-113665-3,ManmadePlatform,113665,VEMCO,71.02857,-70.26983,2014-09-17T18:17:00Z,2015-09-30T11:30:00Z,496,10,UNKNOWN,ASI,VR2W,ASI_G5_5,OTN-Global
ASI-G5_6-VR2W-113627-3,ManmadePlatform,113627,VEMCO,71.03262,-70.24582,2014-09-17T17:59:00Z,2015-09-30T11:45:00Z,468,10,UNKNOWN,ASI,VR2W,ASI_G5_6,OTN-Global
ASI-G7_14-VR2W-110149-2,ManmadePlatform,110149,VEMCO,71.37008,-70.32508,2014-09-14T22:48:00Z,2015-09-27T11:56:00Z,698,10,UNKNOWN,ASI,VR2W,ASI_G7_14,OTN-Global
ASI-G7_15-VR2W-110127-2,ManmadePlatform,110127,VEMCO,71.36475,-70.30285,2014-09-14T22:30:00Z,2015-09-27T12:15:00Z,648,10,UNKNOWN,ASI,VR2W,ASI_G7_15,OTN-Global
ASI-G7_16-VR2W-110158-2,ManmadePlatform,110158,VEMCO,71.35955,-70.27993,2014-09-14T22:17:00Z,2015-09-27T12:38:00Z,613,10,UNKNOWN,ASI,VR2W,ASI_G7_16,OTN-Global
ASI-G7_17-VR2W-113642-2,ManmadePlatform,113642,VEMCO,71.35407,-70.25838,2014-09-14T22:03:00Z,2015-09-27T12:56:00Z,549,10,UNKNOWN,ASI,VR2W,ASI_G7_17,OTN-Global
ASI-G7_18-VR2W-122839-2,ManmadePlatform,122839,VEMCO,71.34867,-70.23532,2014-09-14T21:44:00Z,2015-09-27T13:13:00Z,400,10,UNKNOWN,ASI,VR2W,ASI_G7_18,OTN-Global
ASI-G7_2-VR2W-122842-2,ManmadePlatform,122842,VEMCO,71.43425,-70.59767,2014-09-15T02:32:00Z,2015-09-27T06:54:00Z,377,10,UNKNOWN,ASI,VR2W,ASI_G7_2,OTN-Global
ASI-G7_3-VR2W-122841-2,ManmadePlatform,122841,VEMCO,71.42887,-71.57478,2014-09-15T02:19:00Z,2015-09-27T07:18:00Z,482,10,UNKNOWN,ASI,VR2W,ASI_G7_3,OTN-Global
ASI-G7_4-VR2W-113653-2,ManmadePlatform,113653,VEMCO,71.4236,-70.55237,2014-09-15T02:05:00Z,2015-09-27T07:40:00Z,539,10,UNKNOWN,ASI,VR2W,ASI_G7_4,OTN-Global
ASI-G7_5-VR2W-110129-2,ManmadePlatform,110129,VEMCO,71.41825,-70.52955,2014-09-15T01:51:00Z,2015-09-27T07:59:00Z,573,10,UNKNOWN,ASI,VR2W,ASI_G7_5,OTN-Global
ASIG1_3-VR2W-113666-2,ManmadePlatform,113666,VEMCO,71.18295,-71.10815,2013-09-16T22:50:00Z,2014-09-15T18:00:00Z,401,10,UNKNOWN,ASI,VR2W,ASI_G1_3,OTN-Global
ASIG1_4-VR2W-113629-2,ManmadePlatform,113629,VEMCO,71.18923,-71.12645,2013-09-16T22:55:00Z,2014-09-15T18:14:00Z,425,10,UNKNOWN,ASI,VR2W,ASI_G1_4,OTN-Global
ASIG1_4-VR2W-113641-2,ManmadePlatform,113641,VEMCO,71.18923,-71.12645,2013-09-16T22:55:00Z,2014-09-15T18:14:00Z,425,10,UNKNOWN,ASI,VR2W,ASI_G1_4,OTN-Global
ASIG1_5-VR2W-113638-2,ManmadePlatform,113638,VEMCO,71.19652,-71.1439,2013-09-16T23:01:00Z,2014-09-26T23:13:00Z,393,10,UNKNOWN,ASI,VR2W,ASI_G1_5,OTN-Global
ASIG1_6-VR2W-113661-2,ManmadePlatform,113661,VEMCO,71.20282,-71.1627,2013-09-16T23:30:00Z,2014-09-15T18:35:00Z,337,10,UNKNOWN,ASI,VR2W,ASI_G1_6,OTN-Global
ASIG1_7-VR2W-113648-2,ManmadePlatform,113648,VEMCO,71.2099,-71.18127,2013-09-16T23:37:00Z,2014-09-15T18:46:00Z,266,10,UNKNOWN,ASI,VR2W,ASI_G1_7,OTN-Global
ASIG2_1-VR2W-113633-2,ManmadePlatform,113633,VEMCO,71.14137,-71.04632,2013-09-16T18:04:00Z,2014-09-15T16:55:00Z,386,10,UNKNOWN,ASI,VR2W,ASI_G2_1,OTN-Global
ASIG2_2-VR2W-113664-2,ManmadePlatform,113664,VEMCO,71.13708,-71.02218,2013-09-16T18:11:00Z,2014-09-15T16:45:00Z,470,10,UNKNOWN,ASI,VR2W,ASI_G2_2,OTN-Global
ASIG2_3-VR2W-113645-2,ManmadePlatform,113645,VEMCO,71.13202,-70.99888,2013-09-16T18:35:00Z,2014-09-15T16:26:00Z,450,10,UNKNOWN,ASI,VR2W,ASI_G2_3,OTN-Global
ASIG2_5-VR2W-113631-2,ManmadePlatform,113631,VEMCO,71.12252,-70.95055,2013-09-16T18:53:00Z,2014-09-15T16:08:00Z,451,10,UNKNOWN,ASI,VR2W,ASI_G2_5,OTN-Global
ASIG3_1-VR2W-113667-1,ManmadePlatform,113667,VEMCO,71.06345,-71.46628,2013-09-13T01:50:00Z,2014-09-15T20:34:00Z,470,10,UNKNOWN,ASI,VR2W,ASI_G3_1,OTN-Global
ASIG3_2-VR2W-113655-1,ManmadePlatform,113655,VEMCO,71.05427,-71.45668,2013-09-13T01:59:00Z,2014-09-15T20:49:00Z,640,10,UNKNOWN,ASI,VR2W,ASI_G3_2,OTN-Global
ASIG3_3-VR2W-113643-1,ManmadePlatform,113643,VEMCO,71.04607,-71.44667,2013-09-13T02:19:00Z,2014-09-15T21:05:00Z,630,10,UNKNOWN,ASI,VR2W,ASI_G3_3,OTN-Global
ASIG3_4-VR2W-113652-1,ManmadePlatform,113652,VEMCO,71.03767,-71.43663,2013-09-13T02:26:00Z,2014-09-15T21:23:00Z,551,10,UNKNOWN,ASI,VR2W,ASI_G3_4,OTN-Global
ASIG3_5-VR2W-113650-1,ManmadePlatform,113650,VEMCO,71.02842,-71.42758,2013-09-13T02:45:00Z,2014-09-15T21:38:00Z,362,10,UNKNOWN,ASI,VR2W,ASI_G3_5,OTN-Global
