deployment_id,receiver_reference_type,receiver_serial_number,receiver_manufacturer,latitude (degrees_north),longitude (degrees_east),time(UTC),recovery_datetime_utc (UTC),bottom_depth (m),depth (m),deployment_comments,deployment_project_reference,receiver_model,receiver_reference_id,datacenter_reference
ASF-CB9-VR2W-120032-2014,ManmadePlatform,120032,VEMCO,47.86849,-65.25696,2014-05-29T21:32:00Z,2014-09-10T16:14:00Z,65.53,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-CB9,OTN-Global
ASF-Chatam-VR2W-120000-2014,ManmadePlatform,120000,VEMCO,47.02102,-65.49572,2014-05-03T21:52:00Z,2014-10-07T19:05:00Z,6.3,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Chatam,OTN-Global
ASF-Dal 1-VR2W-105402-2014,ManmadePlatform,105402,VEMCO,48.06417,-66.34625,2014-09-16T18:18:00Z,2014-10-17T13:55:00Z,10,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Dal 1,OTN-Global
ASF-Dal 1-VR2W-120011-2014,ManmadePlatform,120011,VEMCO,48.06417,-66.34625,2014-05-21T20:06:00Z,2014-09-16T16:25:00Z,10,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Dal 1,OTN-Global
ASF-Dal 2-VR2W-120016-2014,ManmadePlatform,120016,VEMCO,48.06949,-66.33878,2014-05-21T20:12:00Z,2014-09-16T16:37:00Z,20,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Dal 2,OTN-Global
ASF-Dal 2-VR2W-124885-2014,ManmadePlatform,124885,VEMCO,48.06949,-66.33878,2014-09-16T16:41:00Z,2014-10-17T14:05:00Z,20,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Dal 2,OTN-Global
ASF-Dal 3-VR2W-105401-2014,ManmadePlatform,105401,VEMCO,48.07437,-66.33145,2014-09-16T17:20:00Z,2014-10-18T03:00:00Z,9,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Dal 3,OTN-Global
ASF-Dal 3-VR2W-120001-2014,ManmadePlatform,120001,VEMCO,48.07437,-66.33145,2014-05-21T20:18:00Z,9999-12-31T23:59:00Z,9,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Dal 3,OTN-Global
ASF-Eel Ground-VR2W-113167-2014,ManmadePlatform,113167,VEMCO,46.9602,-65.62155,2014-05-03T21:23:00Z,2014-10-08T17:55:00Z,6,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Eel Ground,OTN-Global
ASF-Enclosure-VR2W-120007-2014,ManmadePlatform,120007,VEMCO,46.9595,-65.5846,2014-05-03T22:08:00Z,2014-10-08T15:40:00Z,6,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Enclosure,OTN-Global
ASF-French Fort cove-VR2W-113171-2014,ManmadePlatform,113171,VEMCO,47.0149,-65.54333,2014-05-03T21:06:00Z,2014-10-07T20:10:00Z,7.5,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-French Fort cove,OTN-Global
ASF-Hacket's Beach-VR2W-113166-2014,ManmadePlatform,113166,VEMCO,46.95757,-65.67292,2014-05-03T21:30:00Z,2014-10-08T17:05:00Z,7,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Hacket's Beach,OTN-Global
ASF-Huckleberry Gully 1-VR2W-113164-2014,ManmadePlatform,113164,VEMCO,47.07718,-64.95342,2014-05-12T16:15:00Z,2014-08-07T16:08:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Huckleberry Gully 1,OTN-Global
ASF-Huckleberry Gully 2-VR2W-113165-2014,ManmadePlatform,113165,VEMCO,47.07767,-64.95112,2014-05-12T16:17:00Z,2014-08-07T16:12:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Huckleberry Gully 2,OTN-Global
ASF-Loggieville-VR2W-120009-2014,ManmadePlatform,120009,VEMCO,47.07758,-65.39268,2014-05-03T20:28:00Z,2014-10-07T17:00:00Z,9.5,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Loggieville,OTN-Global
ASF-Middle Is.-VR2W-120004-2014,ManmadePlatform,120004,VEMCO,47.05507,-65.45698,2014-05-03T20:42:00Z,2014-10-17T15:20:00Z,10,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Middle Is.,OTN-Global
ASF-Millerton-VR2W-120005-2014,ManmadePlatform,120005,VEMCO,46.88152,-65.6588,2014-05-05T17:07:00Z,2014-10-08T20:05:00Z,4,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Millerton,OTN-Global
ASF-Millstream-VR2W-106609-2014,ManmadePlatform,106609,VEMCO,46.96483,-65.70958,2014-07-30T20:22:00Z,2014-10-08T17:30:00Z,4.3,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Millstream,OTN-Global
ASF-Neguac 2-VR2W-104568-2014,ManmadePlatform,104568,VEMCO,47.20625,-65.03813,2014-05-12T17:47:00Z,2014-08-07T14:47:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Neguac 2,OTN-Global
ASF-Nelson-VR2W-113170-2014,ManmadePlatform,113170,VEMCO,46.98775,-65.55915,2014-05-03T21:12:00Z,2014-10-07T21:15:00Z,4.1,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Nelson,OTN-Global
ASF-N. Portage 1-VR2W-108610-2014,ManmadePlatform,108610,VEMCO,47.14748,-65.05572,2014-05-12T17:22:00Z,2014-08-07T15:20:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-N. Portage 1,OTN-Global
ASF-N. Portage 2-VR2W-108612-2014,ManmadePlatform,108612,VEMCO,47.14785,-65.04855,2014-05-12T17:16:00Z,2014-08-07T15:16:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-N. Portage 2,OTN-Global
ASF-N. Portage 3-VR2W-108613-2014,ManmadePlatform,108613,VEMCO,47.148,-65.0415,2014-05-12T17:12:00Z,2014-08-07T15:11:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-N. Portage 3,OTN-Global
ASF-Parks Landing-VR2W-109522-2014,ManmadePlatform,109522,VEMCO,46.93221,-65.79787,2014-05-04T15:26:00Z,2014-07-30T18:00:00Z,5,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Parks Landing,OTN-Global
ASF-Red Bank-VR2W-108614-2014,ManmadePlatform,108614,VEMCO,46.94094,-65.81902,2014-05-04T15:37:00Z,2014-09-29T16:00:00Z,5,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Red Bank,OTN-Global
ASF-S. Portage 11-VR2W-113158-2014,ManmadePlatform,113158,VEMCO,47.13637,-65.05188,2014-05-12T18:20:00Z,2014-08-07T15:32:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-S. Portage 11,OTN-Global
ASF-S. Portage 1-VR2W-105399-2014,ManmadePlatform,105399,VEMCO,47.14143,-65.05323,2014-05-12T18:16:00Z,2014-08-07T15:27:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-S. Portage 1,OTN-Global
ASF-S. Portage 2-VR2W-104379-2014,ManmadePlatform,104379,VEMCO,47.14215,-65.04465,2014-05-12T18:27:00Z,2014-08-07T15:39:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-S. Portage 2,OTN-Global
ASF-S. Portage 3-VR2W-109394-2014,ManmadePlatform,109394,VEMCO,47.1414,-65.0392,2014-05-12T18:35:00Z,9999-12-31T23:59:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-S. Portage 3,OTN-Global
ASF-Millstream-VR2W-113160-2014,ManmadePlatform,113160,VEMCO,46.96483,-65.70958,2014-05-03T21:36:00Z,9999-12-31T23:59:00Z,4.3,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Millstream,OTN-Global
ASF-Quarryville-VR2W-105400-2014,ManmadePlatform,105400,VEMCO,46.82993,-65.78387,2014-05-05T17:46:00Z,2014-07-04T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-Quarryville,OTN-Global
ASF-CB20-VR2W-113169-2014,ManmadePlatform,113169,VEMCO,47.93926,-65.32194,2014-05-29T22:49:00Z,9999-12-31T23:59:00Z,65.53,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-CB20,OTN-Global
ASF-Dal 3-VR2W-113157-2013,ManmadePlatform,113157,VEMCO,48.07437,-66.33145,2013-09-10T23:46:00Z,2013-10-10T15:00:00Z,9,5,no response after prepeated attempts,ASF,VR2W,ASF_ASF-Dal 3,OTN-Global
ASF-SOBI N 12-2016-VR2W-126914,ManmadePlatform,126914,VEMCO,51.44152185,-56.66184693,2016-06-17T12:17:00Z,2016-09-01T20:37:00Z,65,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 12-2016,OTN-Global
ASF-SOBI N 13-2016-VR2W-124883,ManmadePlatform,124883,VEMCO,51.44651147,-56.66968645,2016-06-17T12:22:00Z,2016-10-17T03:00:00Z,62,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 13-2016,OTN-Global
ASF-SOBI N 14-2016-VR2W-126916,ManmadePlatform,126916,VEMCO,51.45146042,-56.67762838,2016-06-17T12:27:00Z,2016-09-01T20:13:00Z,60,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 14-2016,OTN-Global
ASF-SOBI N 15-2016-VR2W-126917,ManmadePlatform,126917,VEMCO,51.45634992,-56.68564416,2016-06-17T12:32:00Z,2016-09-01T19:56:00Z,50,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 15-2016,OTN-Global
ASF-SOBI N 16-2016-VR2W-126918,ManmadePlatform,126918,VEMCO,51.46129842,-56.69354676,2016-06-17T12:37:00Z,2016-09-01T19:50:00Z,50,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 16-2016,OTN-Global
ASF-SOBI N 17-2016-VR2W-124886,ManmadePlatform,124886,VEMCO,51.4662161,-56.70152768,2016-06-17T12:42:00Z,9999-12-31T23:59:00Z,60,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 17-2016,OTN-Global
ASF-SOBI N 18-2016-VR2W-124887,ManmadePlatform,124887,VEMCO,51.47119336,-56.70959692,2016-06-17T12:47:00Z,2016-09-01T19:24:00Z,55,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 18-2016,OTN-Global
ASF-SOBI N 19-2016-VR2W-126921,ManmadePlatform,126921,VEMCO,51.47616376,-56.71749844,2016-06-17T12:52:00Z,2016-09-01T19:15:00Z,60,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 19-2016,OTN-Global
ASF-SOBI N 20-2016-VR2W-124888,ManmadePlatform,124888,VEMCO,51.481035,-56.72549878,2016-06-17T12:57:00Z,2016-09-01T19:07:00Z,65,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 20-2016,OTN-Global
ASF-SOBI N 21-2016-VR2W-126923,ManmadePlatform,126923,VEMCO,51.48601574,-56.733382,2016-06-17T23:50:00Z,2016-09-01T19:00:00Z,85,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 21-2016,OTN-Global
ASF-SOBI N 2-2016-VR2W-120015,ManmadePlatform,120015,VEMCO,51.39194677,-56.58241907,2016-06-17T11:27:00Z,2016-09-02T15:20:00Z,7,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 2-2016,OTN-Global
ASF-SOBI N 22-2016-VR2W-126924,ManmadePlatform,126924,VEMCO,51.49094173,-56.74134991,2016-06-17T23:42:00Z,2016-09-01T18:50:00Z,95,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 22-2016,OTN-Global
ASF-SOBI N 23-2016-VR2W-126925,ManmadePlatform,126925,VEMCO,51.49582445,-56.74934045,2016-06-17T23:36:00Z,2016-09-01T18:40:00Z,100,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 23-2016,OTN-Global
ASF-SOBI N 24-2016-VR2W-126926,ManmadePlatform,126926,VEMCO,51.50066989,-56.75710619,2016-06-17T23:31:00Z,2016-09-01T18:30:00Z,100,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 24-2016,OTN-Global
ASF-SOBI N 25-2016-VR2W-126927,ManmadePlatform,126927,VEMCO,51.50561736,-56.7651693,2016-06-17T23:26:00Z,2016-09-01T18:22:00Z,90,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 25-2016,OTN-Global
ASF-SOBI N 26-2016-VR2W-127004,ManmadePlatform,127004,VEMCO,51.51052594,-56.77326819,2016-06-17T23:21:00Z,2016-09-01T18:10:00Z,40,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 26-2016,OTN-Global
ASF-SOBI N 27-2016-VR2W-127005,ManmadePlatform,127005,VEMCO,51.51559732,-56.78141182,2016-06-17T23:16:00Z,2016-09-01T16:20:00Z,45,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 27-2016,OTN-Global
ASF-SOBI N 28-2016-VR2W-127006,ManmadePlatform,127006,VEMCO,51.51896846,-56.78683538,2016-06-17T23:10:00Z,2016-09-01T16:28:00Z,40,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 28-2016,OTN-Global
ASF-SOBI N 3-2016-VR2W-120016,ManmadePlatform,120016,VEMCO,51.39713259,-56.59038946,2016-06-17T11:32:00Z,2016-09-02T15:25:00Z,12,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 3-2016,OTN-Global
ASF-SOBI N 4-2016-VR2W-120017,ManmadePlatform,120017,VEMCO,51.4020935,-56.59843475,2016-06-17T11:37:00Z,2016-09-01T14:00:00Z,50,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 4-2016,OTN-Global
ASF-SOBI N 5-2016-VR2W-120020,ManmadePlatform,120020,VEMCO,51.40712793,-56.60642523,2016-06-17T11:42:00Z,2016-09-01T14:08:00Z,62,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 5-2016,OTN-Global
ASF-SOBI N 6-2016-VR2W-120021,ManmadePlatform,120021,VEMCO,51.41218485,-56.61445552,2016-06-17T11:47:00Z,2016-09-01T14:18:00Z,65,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 6-2016,OTN-Global
ASF-SOBI N 7-2016-VR2W-120022,ManmadePlatform,120022,VEMCO,51.41693747,-56.62249209,2016-06-17T11:52:00Z,2016-09-01T14:32:00Z,65,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 7-2016,OTN-Global
ASF-SOBI N 8-2016-VR2W-120024,ManmadePlatform,120024,VEMCO,51.42200989,-56.63024044,2016-06-17T11:57:00Z,9999-12-31T23:59:00Z,70,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 8-2016,OTN-Global
ASF-SOBI N 9-2016-VR2W-126911,ManmadePlatform,126911,VEMCO,51.42699366,-56.63817228,2016-06-17T12:02:00Z,2016-09-01T21:03:00Z,70,74.7,UNKNOWN,ASF,VR2W,ASF_SOBI N 9-2016,OTN-Global
ASF-S. Portage 11-2016-VR2W-108611,ManmadePlatform,108611,VEMCO,47.13637,-65.05188,2016-05-01T13:03:00Z,9999-12-31T23:59:00Z,5,74.7,UNKNOWN,ASF,VR2W,ASF_S. Portage 11-2016,OTN-Global
ASF-S. Portage 1-2016-VR2W-105401,ManmadePlatform,105401,VEMCO,47.141433,-65.053233,2016-05-01T13:15:00Z,9999-12-31T23:59:00Z,6,74.7,UNKNOWN,ASF,VR2W,ASF_S. Portage 1-2016,OTN-Global
ASF-S. Portage 2-2016-VR2W-124874,ManmadePlatform,124874,VEMCO,47.14215,-65.04465,2016-05-01T13:19:00Z,9999-12-31T23:59:00Z,9,74.7,UNKNOWN,ASF,VR2W,ASF_S. Portage 2-2016,OTN-Global
ASF-S. Portage 3-2016-VR2W-124875,ManmadePlatform,124875,VEMCO,47.1414,-65.0392,2016-05-01T13:28:00Z,2016-08-14T12:43:00Z,11,74.7,UNKNOWN,ASF,VR2W,ASF_S. Portage 3-2016,OTN-Global
ASF-SW Mir 1-2016-VR2W-124884,ManmadePlatform,124884,VEMCO,46.47446,-66.40185,2016-04-29T17:00:00Z,2016-07-14T03:00:00Z,2,74.7,UNKNOWN,ASF,VR2W,ASF_SW Mir 1-2016,OTN-Global
ASF-Barnaby Island-2015-VR2W-108599-2015,ManmadePlatform,108599,VEMCO,46.910933,-65.622117,2015-05-01T15:49:00Z,2015-10-29T13:55:00Z,4,74.7,UNKNOWN,ASF,VR2W,ASF_Barnaby Island-2015,OTN-Global
ASF-BLW Little Sevogle-2015-VR2W-108604-2015,ManmadePlatform,108604,VEMCO,47.01257,-65.83742,2015-05-20T13:54:00Z,2015-07-06T17:55:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_BLW Little Sevogle-2015,OTN-Global
ASF-Casc 1-2015-VR2W-113157-2015,ManmadePlatform,113157,VEMCO,48.2084,-65.90534,2015-06-04T21:15:00Z,2015-06-20T13:32:00Z,4,74.7,UNKNOWN,ASF,VR2W,ASF_Casc 1-2015,OTN-Global
ASF-Cassilis-2015-VR2W-108608-2015,ManmadePlatform,108608,VEMCO,46.93493,-65.78328,2015-05-01T13:31:00Z,2015-10-30T12:10:00Z,2,74.7,"Recover Date/Time of last detection, no retreival data available",ASF,VR2W,ASF_Cassilis-2015,OTN-Global
ASF-CB10-2015-VR2W-113171-2015,ManmadePlatform,113171,VEMCO,47.8749883,-65.2629433,2015-05-18T18:35:00Z,2015-08-19T09:59:00Z,76.2,74.7,UNKNOWN,ASF,VR2W,ASF_CB10-2015,OTN-Global
ASF-CB11-2015-VR2W-119975-2015,ManmadePlatform,119975,VEMCO,47.881245,-65.26898,2015-05-18T18:38:00Z,2015-08-19T10:07:00Z,73.152,74.7,UNKNOWN,ASF,VR2W,ASF_CB11-2015,OTN-Global
ASF-CB1-2015-VR2W-113161-2015,ManmadePlatform,113161,VEMCO,47.817185,-65.2099033,2015-05-18T17:58:00Z,2015-08-19T08:58:00Z,7.9248,74.7,UNKNOWN,ASF,VR2W,ASF_CB1-2015,OTN-Global
ASF-CB12-2015-VR2W-119976-2015,ManmadePlatform,119976,VEMCO,47.887775,-65.2748283,2015-05-18T18:42:00Z,2015-08-19T10:14:00Z,71.628,74.7,UNKNOWN,ASF,VR2W,ASF_CB12-2015,OTN-Global
ASF-CB13-2015-VR2W-119977-2015,ManmadePlatform,119977,VEMCO,47.89413,-65.28072,2015-05-18T18:46:00Z,2015-08-19T10:20:00Z,73.152,74.7,UNKNOWN,ASF,VR2W,ASF_CB13-2015,OTN-Global
ASF-CB14-2015-VR2W-120000-2015,ManmadePlatform,120000,VEMCO,47.9006767,-65.286695,2015-05-18T18:49:00Z,2015-08-19T10:25:00Z,73.152,74.7,UNKNOWN,ASF,VR2W,ASF_CB14-2015,OTN-Global
ASF-CB15-2015-VR2W-120002-2015,ManmadePlatform,120002,VEMCO,47.9070883,-65.29259,2015-05-18T18:54:00Z,2015-08-19T10:37:00Z,73.152,74.7,UNKNOWN,ASF,VR2W,ASF_CB15-2015,OTN-Global
ASF-CB16-2015-VR2W-120003-2015,ManmadePlatform,120003,VEMCO,47.9133733,-65.2984,2015-05-18T18:58:00Z,2015-08-19T10:42:00Z,73.152,74.7,UNKNOWN,ASF,VR2W,ASF_CB16-2015,OTN-Global
ASF-CB17-2015-VR2W-120004-2015,ManmadePlatform,120004,VEMCO,47.9199267,-65.3039883,2015-05-18T19:01:00Z,2015-08-19T10:50:00Z,73.152,74.7,UNKNOWN,ASF,VR2W,ASF_CB17-2015,OTN-Global
ASF-CB18-2015-VR2AR-545728-2015,ManmadePlatform,545728,VEMCO,47.926345,-65.3101067,2015-05-18T19:05:00Z,2015-08-19T10:59:00Z,73.152,74.7,UNKNOWN,ASF,VR2AR,ASF_CB18-2015,OTN-Global
ASF-CB19-2015-VR2AR-545729-2015,ManmadePlatform,545729,VEMCO,47.932735,-65.3159983,2015-05-18T19:08:00Z,2015-08-19T11:09:00Z,68.58,74.7,UNKNOWN,ASF,VR2AR,ASF_CB19-2015,OTN-Global
ASF-CB20-2015-VR2AR-545730-2015,ManmadePlatform,545730,VEMCO,47.9392583,-65.3219417,2015-05-18T19:12:00Z,2015-08-19T11:25:00Z,65.532,74.7,UNKNOWN,ASF,VR2AR,ASF_CB20-2015,OTN-Global
ASF-CB21-2015-VR2W-120005-2015,ManmadePlatform,120005,VEMCO,47.9456733,-65.327835,2015-05-18T19:15:00Z,2015-08-19T11:28:00Z,60.96,74.7,UNKNOWN,ASF,VR2W,ASF_CB21-2015,OTN-Global
ASF-CB2-2015-VR2W-113162-2015,ManmadePlatform,113162,VEMCO,47.8236083,-65.2159533,2015-05-18T18:03:00Z,2015-08-19T09:06:00Z,30.48,74.7,UNKNOWN,ASF,VR2W,ASF_CB2-2015,OTN-Global
ASF-CB22-2015-VR2W-120006-2015,ManmadePlatform,120006,VEMCO,47.9520783,-65.333825,2015-05-18T19:18:00Z,9999-12-31T23:59:00Z,57.912,74.7,UNKNOWN,ASF,VR2W,ASF_CB22-2015,OTN-Global
ASF-CB23-2015-VR2W-120007-2015,ManmadePlatform,120007,VEMCO,47.9585867,-65.3397367,2015-05-18T19:23:00Z,2015-08-19T11:43:00Z,51.816,74.7,UNKNOWN,ASF,VR2W,ASF_CB23-2015,OTN-Global
ASF-CB24-2015-VR2W-120008-2015,ManmadePlatform,120008,VEMCO,47.9648783,-65.3456267,2015-05-18T19:27:00Z,2015-08-19T11:48:00Z,45.72,74.7,UNKNOWN,ASF,VR2W,ASF_CB24-2015,OTN-Global
ASF-CB25-2015-VR2W-120009-2015,ManmadePlatform,120009,VEMCO,47.9713567,-65.351565,2015-05-18T19:31:00Z,2015-08-19T11:55:00Z,45.72,74.7,UNKNOWN,ASF,VR2W,ASF_CB25-2015,OTN-Global
ASF-CB26-2015-VR2W-120011-2015,ManmadePlatform,120011,VEMCO,47.97775,-65.3574817,2015-05-18T19:35:00Z,2015-08-19T12:00:00Z,39.624,74.7,UNKNOWN,ASF,VR2W,ASF_CB26-2015,OTN-Global
ASF-CB27-2015-VR2W-120012-2015,ManmadePlatform,120012,VEMCO,47.98415,-65.363446,2015-05-18T19:39:00Z,2015-08-19T12:06:00Z,30.48,74.7,UNKNOWN,ASF,VR2W,ASF_CB27-2015,OTN-Global
ASF-CB28-2015-VR2W-120013-2015,ManmadePlatform,120013,VEMCO,47.9906183,-65.3689867,2015-05-18T19:43:00Z,9999-12-31T23:59:00Z,18.288,74.7,UNKNOWN,ASF,VR2W,ASF_CB28-2015,OTN-Global
ASF-CB3-2015-VR2W-113163-2015,ManmadePlatform,113163,VEMCO,47.8299233,-65.2216583,2015-05-18T18:11:00Z,2015-08-19T09:13:00Z,36.576,74.7,UNKNOWN,ASF,VR2W,ASF_CB3-2015,OTN-Global
ASF-CB4-2015-VR2W-113164-2015,ManmadePlatform,113164,VEMCO,47.8362867,-65.22753,2015-05-18T18:14:00Z,2015-08-19T09:20:00Z,39.624,74.7,UNKNOWN,ASF,VR2W,ASF_CB4-2015,OTN-Global
ASF-CB5-2015-VR2W-113165-2015,ManmadePlatform,113165,VEMCO,47.8428533,-65.2334017,2015-05-18T18:17:00Z,2015-08-19T09:26:00Z,48.768,74.7,UNKNOWN,ASF,VR2W,ASF_CB5-2015,OTN-Global
ASF-CB6-2015-VR2W-113166-2015,ManmadePlatform,113166,VEMCO,47.8493508,-65.2394307,2015-05-18T18:21:00Z,2015-08-19T09:34:00Z,57.912,74.7,UNKNOWN,ASF,VR2W,ASF_CB6-2015,OTN-Global
ASF-CB7-2015-VR2W-113167-2015,ManmadePlatform,113167,VEMCO,47.8556033,-65.2451833,2015-05-18T18:25:00Z,2015-08-19T09:38:00Z,67.056,74.7,UNKNOWN,ASF,VR2W,ASF_CB7-2015,OTN-Global
ASF-CB8-2015-VR2W-113168-2015,ManmadePlatform,113168,VEMCO,47.8621117,-65.2510683,2015-05-18T18:28:00Z,2015-08-19T09:45:00Z,70.104,74.7,UNKNOWN,ASF,VR2W,ASF_CB8-2015,OTN-Global
ASF-CB9-2015-VR2W-113170-2015,ManmadePlatform,113170,VEMCO,47.8684867,-65.2569633,2015-05-18T18:31:00Z,2015-08-19T09:52:00Z,65.532,74.7,UNKNOWN,ASF,VR2W,ASF_CB9-2015,OTN-Global
ASF-Chatham-2015-VR2W-108595-2015,ManmadePlatform,108595,VEMCO,47.021017,-65.495717,2015-05-01T14:33:00Z,2015-10-28T13:41:00Z,6.3,74.7,UNKNOWN,ASF,VR2W,ASF_Chatham-2015,OTN-Global
ASF-DAL 1-2015-VR2W-111250-2015,ManmadePlatform,111250,VEMCO,48.064167,-66.34625,2015-05-13T19:45:00Z,2015-10-13T11:20:00Z,10,74.7,UNKNOWN,ASF,VR2W,ASF_DAL 1-2015,OTN-Global
ASF-DAL 2-2015-VR2AR-545731-2015,ManmadePlatform,545731,VEMCO,48.069494,-66.338775,2015-05-13T19:50:00Z,2015-08-18T19:35:00Z,20,74.7,UNKNOWN,ASF,VR2AR,ASF_DAL 2-2015,OTN-Global
ASF-DAL 2-2015-VR2W-108614-2015,ManmadePlatform,108614,VEMCO,48.069494,-66.338775,2015-08-18T19:36:00Z,2015-10-13T11:40:00Z,20,74.7,UNKNOWN,ASF,VR2W,ASF_DAL 2-2015,OTN-Global
ASF-DAL 3-2015-VR2AR-545732-2015,ManmadePlatform,545732,VEMCO,48.074367,-66.33145,2015-05-13T19:54:00Z,2015-08-18T19:44:00Z,9,74.7,UNKNOWN,ASF,VR2AR,ASF_DAL 3-2015,OTN-Global
ASF-DAL 3-2015-VR2W-104568-2015,ManmadePlatform,104568,VEMCO,48.074367,-66.33145,2015-08-18T19:50:00Z,2015-10-13T11:50:00Z,9,74.7,UNKNOWN,ASF,VR2W,ASF_DAL 3-2015,OTN-Global
ASF-DALJ 1-2015-VR2W-108612-2015,ManmadePlatform,108612,VEMCO,48.04458,-66.53629,2015-05-13T21:13:00Z,2015-08-18T20:25:00Z,9,74.7,UNKNOWN,ASF,VR2W,ASF_DALJ 1-2015,OTN-Global
ASF-DALJ 2-2015-VR2W-108613-2015,ManmadePlatform,108613,VEMCO,48.05157,-66.53998,2015-05-13T21:06:00Z,2015-08-18T20:15:00Z,9,74.7,UNKNOWN,ASF,VR2W,ASF_DALJ 2-2015,OTN-Global
ASF-Eel Ground-2015-VR2W-108605-2015,ManmadePlatform,108605,VEMCO,46.9602,-65.62155,2015-05-01T14:03:00Z,2015-10-28T16:30:00Z,6,74.7,UNKNOWN,ASF,VR2W,ASF_Eel Ground-2015,OTN-Global
ASF-Enclosure-2015-VR2W-108598-2015,ManmadePlatform,108598,VEMCO,46.9595,-65.5846,2015-05-01T15:36:00Z,2015-10-29T13:15:00Z,6,74.7,UNKNOWN,ASF,VR2W,ASF_Enclosure-2015,OTN-Global
ASF-French Fort Cove-2015-VR2W-108596-2015,ManmadePlatform,108596,VEMCO,47.0149,-65.543333,2015-05-01T14:25:00Z,9999-12-31T23:59:00Z,7.5,74.7,UNKNOWN,ASF,VR2W,ASF_French Fort Cove-2015,OTN-Global
