recovery_id,recovery_latitude,recovery_longitude,recovery_datetime_utc,recovery_outcome,data_offloaded,offload_datetime_utc,log_filenames,recovery_comments,recovery_project_reference,datacenter_reference
McMaster-R02-VR2W-300611-1,74.74992,-95.06952,2010-08-18T15:29:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R03-VR2W-300598-1,74.74983,-95.07306,2010-08-18T15:39:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R04-VR2W-300588-1,74.74893,-95.06599,2010-08-18T15:53:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R05-VR2W-300613-1,74.74901,-95.06943,2010-08-18T16:03:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
N7B-VR2W-105189,43.78,-124.2570667,9999-12-31T23:59:59Z,PRESUMED_LOST,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,PGS,nep
McMaster-R06-VR2W-300585-1,74.74905,-95.07275,2010-08-18T16:09:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R07-VR2W-300059-1,74.74812,-95.06664,2010-08-18T16:22:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R08-VR2W-300584-1,74.74813,-95.06947,2010-08-18T16:32:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R09-VR2W-300060-1,74.74801,-95.07279,2010-08-18T16:42:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R10-VR2W-300604-1,74.74975,-95.06258,2010-08-18T15:07:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
69test-R01-VR2W-110532-3,74.7411,-95.05048,2010-08-22T18:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
69test-R04-VR2W-110527-3,74.73795,-95.06003,2010-08-22T18:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
69test-R05-VR2W-110525-3,74.73596,-95.0559,2010-08-22T18:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
69test-R06-VR2W-110526-3,74.73923,-95.0556,2010-08-22T18:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
69test-R07-VR2W-110529-3,74.73745,-95.05187,2010-08-22T18:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
69test-R08-VR2W-110530-3,74.7336,-95.05,2010-08-22T18:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R03-VR2W-300598-3,74.75011,-95.07341,2010-08-31T07:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R05-VR2W-300613-3,74.74899,-95.06931,2010-08-23T09:30:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R06-VR2W-300585-3,74.74904,-95.07274,2010-08-31T07:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R07-VR2W-300059-3,74.74812,-95.06663,2010-08-31T07:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R08-VR2W-300584-3,74.74817,-95.06992,2010-08-31T07:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
180test-R01-VR2W-300603-2,74.7411,-95.05206,2010-08-26T12:45:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
180test-R02-VR2W-300607-2,74.74017,-95.05183,2010-08-26T12:45:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
180test-R03-VR2W-300051-2,74.74011,-95.04881,2010-08-26T12:45:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
180test-R04-VR2W-300606-2,74.741,-95.04969,2010-08-26T12:45:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
69test-R09-VR2W-110523-2,74.74434,-95.0515,2010-08-22T18:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
69test-R10-VR2W-110528-2,74.74478,-95.05826,2010-08-22T18:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R08-VR2W-300584-2,74.74817,-95.06998,2010-08-20T02:40:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R09-VR2W-300060-2,74.74806,-95.07309,2010-08-20T02:28:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R10-VR2W-300604-2,74.7498,-95.0628,2010-08-31T07:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
69test-R01-VR2W-110532-2,74.74101,-95.05086,2010-08-18T19:04:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Pentagon-R06-VR2W-110553-3,74.74272,-95.05403,2010-08-29T19:55:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Pentagon-R07-VR2W-110555-3,74.74274,-95.05279,2010-08-29T16:20:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R09-VR2W-300060-3,74.74816,-95.07273,2010-08-31T07:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R02-VR2W-300611-3,74.74989,-95.06935,2010-08-31T07:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Octagon-R09-VR2W-300615-3,74.74272,-95.05403,2010-08-29T19:55:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Octagon-R10-VR2W-300054-3,74.74274,-95.05279,2010-08-29T12:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Octagon-R10-VR2W-300054-4,74.74265,-95.05273,2010-08-29T20:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R05-VR2W-300613-4,74.74896,-95.06919,2010-08-31T07:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R03-VR2W-300620-1,74.73734,-95.05357,2010-08-20T19:47:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R04-VR2W-300056-1,74.73654,-95.05036,2010-08-20T19:30:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R05-VR2W-300058-1,74.73643,-95.05361,2010-08-20T20:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R06-VR2W-300621-1,74.73651,-95.05366,2010-08-20T20:12:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R07-VR2W-300614-1,74.73564,-95.05015,2010-08-20T19:13:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R08-VR2W-300050-1,74.73549,-95.05397,2010-08-29T17:27:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R01-VR2W-300595-2,74.74991,-95.06641,2010-08-31T07:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R02-VR2W-300611-2,74.74988,-95.06956,2010-08-23T09:30:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R03-VR2W-300598-2,74.74974,-95.07275,2010-08-20T02:40:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R04-VR2W-300588-2,74.74886,-95.06606,2010-08-31T07:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R05-VR2W-300613-2,74.749,-95.06943,2010-08-20T03:40:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R06-VR2W-300585-2,74.7491,-95.07302,2010-08-20T02:25:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
McMaster-R07-VR2W-300059-2,74.74811,-95.06677,2010-08-20T02:30:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Octagon-R06-VR2W-300605-2,74.74224,-95.04905,2010-08-29T19:26:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Octagon-R07-VR2W-300052-2,74.74325,-95.0493,2010-08-29T19:29:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Octagon-R04-VR2W-300057-2,74.74163,-95.05468,2010-08-29T19:45:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Pentagon-R06-VR2W-110553-2,74.74267,-95.05391,2010-08-25T15:22:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Pentagon-R07-VR2W-110555-2,74.74273,-95.05278,2010-08-25T15:22:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
69test-R02-VR2W-110533-2,74.74282,-95.0556,2010-08-18T18:17:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
69test-R03-VR2W-110534-2,74.73983,-95.05884,2010-08-18T18:42:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
69test-R04-VR2W-110527-2,74.7379,-95.05997,2010-08-17T18:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
69test-R05-VR2W-110525-2,74.73597,-95.05607,2010-08-17T18:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
69test-R06-VR2W-110526-2,74.73917,-95.05586,2010-08-17T18:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
69test-R07-VR2W-110529-2,74.73757,-95.0522,2010-08-18T19:46:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
69test-R08-VR2W-110530-2,74.73386,-95.05103,2010-08-18T20:10:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Octagon-R09-VR2W-300615-2,74.74267,-95.05391,2010-08-25T15:29:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Octagon-R10-VR2W-300054-2,74.74273,-95.05278,2010-08-25T15:22:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Octagon-R13-VR2W-300607-1,74.73988,-95.0505,2010-08-29T18:52:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Octagon-R14-VR2W-300051-1,74.74048,-95.04814,2010-08-29T18:50:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R01-VR2W-300602-1,74.73757,-95.0522,2010-08-18T19:50:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R02-VR2W-300586-1,74.73737,-95.05317,2010-08-20T19:40:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R12-VR2W-300622-1,74.73468,-95.05405,2010-08-20T21:28:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R13-VR2W-300053-1,74.73386,-95.05103,2010-08-18T20:14:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R14-VR2W-300610-1,74.73378,-95.05379,2010-08-20T21:50:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R15-VR2W-300619-1,74.73383,-95.05408,2010-08-20T21:36:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Octagon-R08-VR2W-300599-2,74.74368,-95.05163,2010-08-29T19:36:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R01-VR2W-300602-2,74.73745,-95.05187,2010-08-29T18:03:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R13-VR2W-300053-2,74.7336,-95.05,2010-08-29T17:05:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R02-VR2W-300586-2,74.73742,-95.05365,2010-08-26T09:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Pentagon-R04-VR2W-110524-2,74.74162,-95.05501,2010-08-29T13:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Pentagon-R02-VR2W-110551-2,74.73914,-95.06111,2010-08-29T18:57:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R03-VR2W-300620-2,74.73743,-95.05381,2010-08-26T21:25:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R04-VR2W-300056-2,74.73653,-95.05042,2010-08-29T17:51:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
ALS-missing_data-VR2W-180 KHZ-300591-1,74.74178,-95.08469,2010-08-27T18:09:33Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
ALS-missing_data-VR2W-180 KHZ-300592-1,74.74563,-95.06477,2010-08-29T23:37:04Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
ALS-missing_data-VR2W-180 KHZ-300593-1,74.74459,-95.07008,2010-08-29T23:32:41Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
ALS-missing_data-VR2W-180 KHZ-300596-1,74.74214,-95.08279,2010-08-29T22:43:21Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
ALS-missing_data-VR2W-180 KHZ-300600-1,74.74258,-95.07984,2010-08-28T17:12:13Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
ALS-missing_data-VR2W-180 KHZ-300608-1,74.74521,-95.06785,2010-08-29T23:34:47Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
RBBP3-2014-110532-2,74.6248,-94.91418,2015-08-14T13:55:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
RBBP3-VR2W-69-110532-2,74.6248,-94.91418,2015-08-14T13:55:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
ALS-missing_data-VR2W-180 KHZ-300597-1,74.74133,-95.08668,2010-08-29T23:23:29Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
Pentagon-R12-VR2W-110525-1,74.73596,-95.0559,2010-08-25T14:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
69test-R09-VR2W-110523-1,74.74432,-95.05142,2010-08-18T18:04:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
69test-R10-VR2W-110528-1,74.74475,-95.05817,2010-08-18T17:54:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Octagon-R01-VR2W-300601-1,74.74375,-95.05478,2010-08-29T19:37:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
N9TB-VR2W-105186,43.78,-124.2771667,9999-12-31T23:59:59Z,PRESUMED_LOST,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,PGS,nep
Octagon-R02-VR2W-300590-1,74.7432,-95.05775,2010-08-29T19:40:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Octagon-R03-VR2W-300582-1,74.74239,-95.0574,2010-08-29T19:43:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Octagon-R04-VR2W-300057-1,74.7417,-95.05522,2010-08-26T03:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Octagon-R05-VR2W-300594-1,74.74159,-95.05186,2010-08-29T19:25:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Octagon-R06-VR2W-300605-1,74.74225,-95.04908,2010-08-26T03:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Octagon-R07-VR2W-300052-1,74.74315,-95.04916,2010-08-26T03:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Octagon-R08-VR2W-300599-1,74.74377,-95.05207,2010-08-26T03:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R05-VR2W-300058-2,74.73743,-95.05381,2010-08-29T17:58:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R06-VR2W-300621-2,74.73629,-95.05452,2010-08-29T17:56:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R07-VR2W-300614-2,74.73583,-95.05025,2010-08-29T17:40:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R09-VR2W-300623-2,74.73539,-95.05362,2010-08-29T17:26:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R10-VR2W-300587-2,74.73487,-95.05164,2010-08-29T17:13:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R12-VR2W-300622-2,74.73474,-95.05385,2010-08-29T17:30:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R14-VR2W-300610-2,74.73403,-95.05429,2010-08-29T17:09:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R15-VR2W-300619-2,74.73403,-95.05444,2010-08-29T17:11:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R02-VR2W-300586-3,74.73742,-95.05365,2010-08-29T18:02:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R03-VR2W-300620-3,74.73746,-95.0539,2010-08-29T18:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Pentagon-R07-VR2W-110555-4,74.74265,-95.05273,2010-08-29T19:55:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
Rockface-R11-VR2W-300583-2,74.73463,-95.05366,2010-08-29T18:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: no depth information received,ALS,OTN-Global
RB25-VR2W-180-300599-1,74.67444,-94.87147,2012-09-18T19:07:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
RB26-VR2W-110522-1,74.67447,-94.86135,2012-09-18T19:11:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
RB26-VR2W-180-300777-1,74.67447,-94.86135,2012-09-18T19:11:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
RB27-VR2W-110536-1,74.6745,-94.85114,2012-09-18T19:17:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
RB27-VR2W-180-300614-1,74.6745,-94.85114,2012-09-18T19:17:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
RB28-VR2W-110532-1,74.67452,-94.84094,2012-09-18T19:21:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
RB28-VR2W-180-300789-1,74.67452,-94.84094,2012-09-18T19:21:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
RB29-VR2W-110539-1,74.67455,-94.83072,2012-09-18T19:26:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
RB18-VR2W-110538-1,74.68004,-94.83094,2012-09-18T23:56:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
RB18-VR2W-180-300609-1,74.68004,-94.83094,2012-09-18T23:56:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
RB19-VR2W-110546-1,74.67716,-94.87163,2012-09-18T23:38:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
RB19-VR2W-180-300776-1,74.67716,-94.87163,2012-09-18T23:38:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
RB20-VR2W-110544-1,74.67718,-94.86147,2012-09-18T23:45:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
RB20-VR2W-180-300796-1,74.67718,-94.86147,2012-09-18T23:45:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
RB24-VR2W-110531-1,74.67728,-94.82061,2012-09-18T21:51:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
RB24-VR2W-180-300606-1,74.67728,-94.82061,2012-09-18T21:51:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
RB25-VR2W-110525-1,74.67444,-94.87147,2012-09-18T19:07:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
RB29-VR2W-180-300601-1,74.67455,-94.83072,2012-09-18T19:26:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
RB30-VR2W-110537-1,74.67457,-94.82048,2012-09-18T19:32:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
RB30-VR2W-180-300781-1,74.67457,-94.82048,2012-09-18T19:32:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ALS,OTN-Global
