recovery_id,recovery_latitude,recovery_longitude,recovery_datetime_utc,recovery_outcome,data_offloaded,offload_datetime_utc,log_filenames,recovery_comments,recovery_project_reference,datacenter_reference
ABO-Nar05-02-VR2W-122785-2016,67.2495,-60.38247,2017-09-22T23:18:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ABO,OTN-Global
ABO-Nar04-04-TEMP STAR ODDI-C8136-2016-09-18T12,67.474117,-58.220567,2017-09-21T20:11:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ABO,OTN-Global
ABO-Baff01-01-VR2W-127937-2016,71.97833,-71.44208,2017-10-01T15:46:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: Up,ABO,OTN-Global
ABO-Baff01-02-VR2W-127938-2016,72.00928,-71.34455,2017-10-01T15:09:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: Up,ABO,OTN-Global
ABO-Baff01-03-VR2W-127916-2016,72.04222,-71.24047,2017-10-01T14:27:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: Down,ABO,OTN-Global
ABO-Baff03-01-VR2W-127934-2016,70.68323,-66.8139,2017-09-29T23:15:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: Up,ABO,OTN-Global
ABO-Baff03-02-VR2W-127935-2016,70.68698,-66.76618,2017-09-29T23:42:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: Up,ABO,OTN-Global
ABO-Baff03-03-VR2W-127936-2016,70.6934,-66.68692,2017-09-30T00:15:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: Down,ABO,OTN-Global
ABO-Baff04-01-VR2W-113649-2016,68.9778,-64.08512,2017-10-07T20:20:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: Down,ABO,OTN-Global
ABO-Baff04-02-VR2W-113630-2016,68.97877,-64.18338,2017-10-07T21:11:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: Up,ABO,OTN-Global
ABO-Baff06-02-VR2W-122783-2016,67.68628,-62.37112,2017-09-25T18:43:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ABO,OTN-Global
ABO-Baff06-03-VR2W-122792-2016,67.7546,-62.30852,2017-09-25T18:47:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ABO,OTN-Global
ABO-Baff07-01-VR2W-127928-2016,66.83978,-59.43223,2017-09-24T21:31:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ABO,OTN-Global
ABO-Baff07-02-VR2W-127931-2016,66.71638,-59.69172,2017-09-24T19:18:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ABO,OTN-Global
ABO-Baff07-03-VR2W-127917-2016,66.59733,-59.96162,2017-09-24T17:10:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ABO,OTN-Global
ABO-Nar01-01-RBR-100816-2016,68.1608,-59.7771,2017-09-20T21:01:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ABO,OTN-Global
ABO-Nar01-01-VR2W-127924-2016,68.1608,-59.7771,2017-09-20T21:01:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: Down,ABO,OTN-Global
ABO-Nar01-02-VR2W-129908-2016,68.16305,-59.74157,2017-09-20T21:34:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: Down,ABO,OTN-Global
ABO-Nar01-03-VR2W-129898-2016,68.16463,-59.71915,2017-09-20T22:04:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,"Deployment/Recovery Notes: Down, --Star ODDi temp?",ABO,OTN-Global
ABO-Nar01-04-TEMP STAR ODDI-C8129-2016,68.16967,-59.62118,2017-09-20T22:43:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ABO,OTN-Global
ABO-Nar01-04-VR2W-127923-2016,68.16967,-59.62118,2017-09-20T22:43:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: Up,ABO,OTN-Global
ABO-Nar02-01-VR2W-129904-2016,67.84975,-59.36618,2017-09-21T01:02:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ABO,OTN-Global
ABO-Nar02-02-VR2W-127911-2016,67.85748,-59.32528,2017-09-21T01:35:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ABO,OTN-Global
ABO-Nar02-03-VR2W-127939-2016,67.86472,-59.29842,2017-09-21T02:04:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ABO,OTN-Global
ABO-Nar02-04-VR2W-129905-2016,67.87742,-59.2457,2017-09-21T02:35:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ABO,OTN-Global
ABO-Nar03-01-VR2W-127933-2016,67.63975,-58.97228,2017-09-21T14:11:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ABO,OTN-Global
ABO-Nar03-02-VR2W-113667-2016,67.6475,-58.94755,2017-09-21T14:45:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ABO,OTN-Global
ABO-Nar03-03-VR2W-129920-2016,67.65585,-58.91883,2017-09-21T15:15:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,"Deployment/Recovery Notes: Release (35566) hit side of boat in 2016, paint chipped but still functional",ABO,OTN-Global
ABO-Nar03-04-RBR TEMP-54068-2016,67.66565,-58.8859,2017-09-21T15:41:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ABO,OTN-Global
ABO-Nar03-04-SM3M-40?7368-2016,67.66565,-58.8859,2017-09-21T15:41:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,"Deployment/Recovery Notes: Label scratched, cannot make out all serial numbers- Was WINNIPEG TIME!;",ABO,OTN-Global
ABO-Nar03-04-VR2W-129911-2016,67.66565,-58.8859,2017-09-21T15:41:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: Receiver in same location as other short moorings (ie. 10m from bottom); SM3M added on top additional riser --> temp below receiver,ABO,OTN-Global
ABO-Nar04-01-VR2W-113639-2016,67.40643,-58.46613,2017-09-21T18:03:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ABO,OTN-Global
ABO-Nar04-02-VR2W-113654-2016,67.43628,-58.33345,2017-09-21T19:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,"Deployment/Recovery Notes: Receiver replaced due to scratches, receiver 129912 deployed instead",ABO,OTN-Global
ABO-Nar04-03-TEMP STAR ODDI-C8133-2016,67.45382,-58.28622,2017-09-21T19:36:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ABO,OTN-Global
ABO-Nar04-03-VR2W-113633-2016,67.45382,-58.28622,2017-09-21T19:36:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ABO,OTN-Global
ABO-Nar04-04-VR2W-129906-2016,67.47412,-58.22057,2017-09-21T20:11:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ABO,OTN-Global
ABO-Nar05-03-VR2W-127919-2016,67.25042,-60.25477,2017-09-23T00:05:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ABO,OTN-Global
ACB003-VR2W-113624-1,69.17531,-107.13224,2013-09-03T14:11:04Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB010-VR2W-114024-1,69.40534,-106.30013,2013-09-09T00:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB003-VR2W-124668-2,69.17531001,-107.132239,2014-09-07T19:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB010-VR2W-124671-3,69.40534498,-106.300165,2014-09-09T00:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB001-VR2W-122713-2,68.939413,-108.510667,2015-08-04T19:15:31Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB006-VR2W-124670-2,69.46280401,-106.696939,2015-07-30T01:55:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB007-VR2W-113306-2,69.39841499,-106.328912,2015-08-04T03:00:14Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB008-VR2W-113617-2,69.40534196,-106.351261,2015-08-04T03:13:59Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB014-VR2W-113621-2,69.02215102,-107.274272,2015-08-05T02:03:44Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB010-VR2W-124671-2,69.40534498,-106.300165,2014-07-23T20:29:59Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: Receiver was noted to be off station by a few tens of meters so it was recovered and redeployed.,ACB,OTN-Global
ACB011-VR2W-114026-2,69.25185196,-105.827175,2014-09-08T18:45:04Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB001-VR2W-110117-1,68.93934,-108.51063,2014-08-08T10:30:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB004-VR2W-110119-1,69.15129,-107.08951,2014-08-18T20:30:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB005-VR2W-113311-1,69.14438,-107.05261,2014-08-18T20:53:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB007-VR2W-122709-1,69.39827,-106.32894,2014-08-12T14:30:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB009-VR2W-122715-1,69.40085,-105.15577,2014-09-08T01:23:18Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB019-VR2W-110157-2,69.34623001,-106.322119,2015-08-12T21:32:44Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB043-VR2W-113668-1,69.41424,-106.17478,2014-07-24T00:03:15Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: PORT MFE serial number is 32313 or 35374 or 35380,ACB,OTN-Global
ACB006-VR2W-113309-1,69.4628,-106.69689,2014-07-23T17:30:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB008-VR2W-122716-1,69.40524,-106.35149,2014-08-13T02:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB011-VR2W-114026-1,69.25188,-105.82711,2014-09-07T23:01:58Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB012-VR2W-113303-1,69.11378,-105.03553,2014-07-19T20:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB013-VR2W-114020-1,69.02283,-107.2993,2014-08-08T15:30:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB014-VR2W-114022-1,69.02217,-107.27418,2014-08-08T15:48:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB015-VR2W-114025-1,69.37208,-106.77687,2014-08-08T19:15:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB016-VR2W-113305-1,69.36995,-106.7425,2014-08-08T19:30:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB017-VR2W-122711-1,69.46513,-106.46524,2014-08-12T16:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB018-VR2W-122710-1,69.45925,-106.4805,2014-08-12T16:15:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB019-VR2W-113308-1,69.34615,-106.3219,2014-08-09T05:30:39Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB020-VR2W-113306-1,69.34729,-106.35248,2014-08-09T05:46:45Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB021-VR2W-113621-1,69.14636,-105.97169,2014-07-30T13:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB022-VR2W-122713-1,69.14071,-105.98537,2014-07-30T13:15:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB023-VR2W-122712-1,69.08801,-105.299,2014-07-29T14:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB024-VR2W-122714-1,69.08324,-105.32312,2014-07-29T14:15:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB025-VR2W-113636-1,69.25084,-106.88519,2014-08-08T03:50:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB026-VR2W-110150-1,69.25008,-106.85526,2014-08-08T03:39:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB027-VR2W-110153-1,69.24899,-106.82299,2014-08-08T03:19:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB028-VR2W-113663-1,69.24811,-106.79594,2014-08-08T03:09:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB029-VR2W-113307-1,69.24738,-106.76861,2014-08-08T02:58:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB030-VR2W-113304-1,69.24599,-106.74233,2014-08-08T02:37:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB031-VR2W-113622-1,69.24529,-106.71344,2014-08-08T02:28:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB032-VR2W-114027-1,69.24417,-106.68298,2014-08-08T02:14:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB033-VR2W-113669-1,69.24317,-106.6549,2014-08-08T01:52:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB034-VR2W-113662-1,69.24246,-106.62827,2014-08-08T01:44:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB035-VR2W-113623-1,69.24139,-106.5986,2014-08-08T01:38:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB036-VR2W-113617-1,69.24045,-106.56581,2014-08-08T01:16:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB037-VR2W-113632-1,69.2393,-106.53788,2014-08-08T01:07:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB038-VR2W-110157-1,69.23846,-106.51049,2014-08-08T00:58:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB039-VR2W-113620-1,69.23715,-106.4779,2014-08-08T00:20:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB040-VR2W-113310-1,69.2363,-106.4444,2014-08-08T00:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB041-VR2W-113625-1,69.23553,-106.41418,2014-08-07T23:10:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB042-VR2W-113624-2,69.15436,-107.07799,2014-08-18T21:15:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: PORT MFE serial number is 32313 or 35374 or 35380,ACB,OTN-Global
ACB017-VR2W-113304-2,69.4652,-106.46581,2015-08-04T01:53:15Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: VR2W serial number not recorded when deployed.,ACB,OTN-Global
ACB018-VR2W-114025-2,69.45923,-106.48054,2015-08-04T01:41:08Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: VR2W serial number not recorded when deployed.,ACB,OTN-Global
ACB001-VR2W-113617-3,68.93922298,-108.510997,2016-08-03T07:30:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB006-VR2W-122716-3,69.46285,-106.69693,2016-08-09T03:20:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB021-VR2W-122712-2,69.1463,-105.97162,2015-07-30T22:25:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: VR2W serial number not recorded when deployed.,ACB,OTN-Global
ACB022-VR2W-122714-2,69.14078,-105.98526,2015-07-30T22:15:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: VR2W serial number not recorded when deployed.,ACB,OTN-Global
ACB023-VR2W-113309-2,69.08809,-105.29892,2015-07-30T20:30:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: VR2W serial number not recorded when deployed.,ACB,OTN-Global
ACB024-VR2W-113668-2,69.08333,-105.32318,2015-07-30T20:45:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: VR2W serial number not recorded when deployed.,ACB,OTN-Global
ACB022-VR2W-113668-3,69.14072,-105.98547,2016-07-28T02:59:59Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB023-VR2W-124670-3,69.08815,-105.29912,2016-07-28T02:59:59Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB016-VR2W-114020-2,69.36994602,-106.742499,2015-08-03T22:58:24Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB020-VR2W-113620-2,69.34720298,-106.352448,2015-08-12T21:53:42Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB025-VR2W-113636-2,69.25097597,-106.885162,2015-08-03T21:05:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB026-VR2W-110150-2,69.24985003,-106.854883,2015-08-03T20:45:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB040-VR2W-113310-2,69.236299,-106.44383,2015-08-03T14:05:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB041-VR2W-113625-2,69.23550599,-106.413872,2015-08-03T13:45:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB044-VR2W-113623-2,69.237448,-106.486323,2015-08-03T14:35:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB045-VR2W-113662-1,69.23881802,-106.527929,2015-08-03T15:45:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB046-VR2W-113699-1,69.24054704,-106.569731,2015-08-03T16:25:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB047-VR2W-113307-1,69.24158698,-106.611795,2015-08-03T16:50:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB048-VR2W-113622-1,69.24308801,-106.654589,2015-08-03T17:20:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB049-VR2W-114027-1,69.24466498,-106.696195,2015-08-03T17:50:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB050-VR2W-114022-1,69.24570903,-106.736591,2015-08-03T19:10:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB051-VR2W-113663-1,69.24758901,-106.779262,2015-08-03T19:40:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB052-VR2W-110153-1,69.24886398,-106.819911,2015-08-03T20:15:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB053-VR2W-122716-1,69.486373,-104.337911,2015-07-29T22:45:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB054-VR2W-122711-1,69.55397297,-104.177806,2015-07-25T21:45:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB055-VR2W-122710-1,69.72408403,-104.49677,2015-07-25T21:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB056-VR2W-122709-1,69.87245603,-104.856269,2015-07-25T19:30:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB058-VR2W-110119-1,69.44124802,-106.669808,2015-08-04T01:45:14Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB059-VR2W-113311-1,69.43866396,-106.694423,2015-08-04T02:01:14Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB061-VR2W-122715-1,69.37428097,-105.040939,2015-07-29T23:15:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB012-VR2W-113303-2,69.11393,-105.03577,2015-07-23T00:24:59Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: VR2W serial number not recorded when deployed.,ACB,OTN-Global
ACB060-VR2W-113624-1,69.15037402,-107.077523,2015-08-05T04:50:53Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB019-113624-2015-3,69.34605,-106.32171,2016-08-03T14:30:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB020-113621-2015-3,69.34738,-106.35272,2016-08-03T15:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB057-127941-2015-2,69.76995,-104.36028,2016-08-01T04:30:00Z,MOVED,N,9999-12-31T23:59:59Z,UNKNOWN,Deployment/Recovery Notes: Recovered 600m away from deployment; not redeployed,ACB,OTN-Global
ACB060-113306-2015-2,69.15038,-107.07699,2016-08-03T16:45:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB007-VR2W-114025-3,69.39845899,-106.32864,2016-08-31T13:15:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB008-VR2W-113304-3,69.40522101,-106.351632,2016-08-31T13:45:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB012-VR2W-113303-3,69.11376497,-105.036269,2016-07-28T02:59:59Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB014-VR2W-122713-3,69.02431799,-107.277147,2016-08-03T01:17:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB017-VR2W-113311-3,69.46521004,-106.46593,2016-08-03T16:30:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB018-VR2W-110119-3,69.459278,-106.480685,2016-08-03T16:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB024-VR2W-110117-3,69.08325,-105.32323,2016-07-28T02:59:59Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB040-VR2W-122714-3,69.236542,-106.445402,2016-08-02T18:10:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB041-VR2W-122712-3,69.23581,-106.413692,2016-08-02T18:00:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB044-VR2W-113625-2,69.23809801,-106.486182,2016-08-02T18:16:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB045-VR2W-113310-2,69.23844997,-106.526931,2016-08-02T18:25:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB046-VR2W-113623-2,69.24043799,-106.569775,2016-08-02T18:32:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB047-VR2W-113662-2,69.24139998,-106.612473,2016-08-02T18:40:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
ACB048-VR2W-113669-2,69.24313998,-106.654689,2016-08-02T18:49:00Z,RECOVERD,N,9999-12-31T23:59:59Z,UNKNOWN,UNKNOWN,ACB,OTN-Global
